Day,Time,Minute,Second,Speed[rpm],Pattern_X [Pixel], Pattern_Y [Pixel], Film_X [Pixel], Film_Y [Pixel],Film_Result_X [mm], Film_Result_Y [mm],Zoom_1st_X [Pixel], Zoom_1st_Y [Pixel], Zoom_Curr_X [Pixel], Zoom_Curr_Y [Pixel],Normal_1st_X [Pixel], Normal_1st_Y [Pixel], Normal_Curr_X [Pixel], Normal_Curr_Y [Pixel],Zoom_Result_X [mm], Zoom_Result_Y [mm], Film_Result_X [mm], Film_Result_Y [mm],FileName
24,16,17,02,0.0,258.631,513.117,499.111,372.283,0.007,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,03,0.0,260.354,514.069,500.506,378.277,0.003,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,04,0.0,261.667,508.710,500.679,373.845,-0.003,0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,06,0.0,261.899,508.194,501.225,370.605,0.000,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,07,0.0,262.318,505.000,501.075,360.738,0.000,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,08,0.0,261.557,509.947,499.808,361.118,-0.007,0.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,09,0.0,258.687,511.169,498.747,364.059,0.000,0.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,11,0.0,256.738,507.647,498.381,366.424,0.011,0.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,12,0.0,259.370,503.690,499.759,373.932,0.003,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,13,0.0,260.243,503.160,500.196,383.786,0.004,0.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,14,0.0,262.076,493.768,501.279,379.842,-0.096,0.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,16,0.0,247.906,475.844,501.065,362.361,-0.028,0.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,17,0.0,241.051,475.183,500.783,357.045,0.000,0.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,18,0.0,239.416,478.641,501.443,355.614,0.012,0.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,20,0.0,237.186,482.312,500.306,360.064,0.018,0.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,21,0.0,238.630,479.617,500.613,360.904,0.011,0.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,22,0.0,241.819,470.708,502.172,359.447,0.006,0.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,23,0.0,243.871,463.123,502.958,361.280,-0.004,0.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,25,0.0,245.385,453.740,503.606,354.740,-0.103,0.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,26,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,27,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,28,0.0,225.649,453.167,500.238,345.979,-0.022,0.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,30,0.0,219.939,456.935,496.762,349.151,-0.014,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
24,16,17,31,0.0,215.490,457.196,494.649,351.806,0.000,0.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
