Date : 2022/09/24 (SAT)
Time : 09:22:37
         UnWinder        OutFeeder 1        OutFeeder 2  
     X        Y         X        Y         X        Y    
  225.00     5.30    225.00     3.50    225.00     2.60  
  226.00     5.30    226.00     3.50    226.00     2.60  
  227.00     5.30    227.00     3.50    227.00     2.60  
  228.00     5.30    228.00     3.50    228.00     2.60  
  229.00     5.30    229.00     3.40    229.00     2.60  
  230.00     5.30    230.00     3.50    230.00     2.60  
  231.00     5.30    231.00     3.50    231.00     2.70  
  232.00     5.30    232.00     3.50    232.00     2.60  
  233.00     5.30    233.00     3.40    233.00     2.60  
  234.00     5.30    234.00     3.40    234.00     2.60  
  235.00     5.30    235.00     3.50    235.00     2.70  
  236.00     5.30    236.00     3.50    236.00     2.60  
  237.00     5.30    237.00     3.50    237.00     2.70  
  238.00     5.40    238.00     3.50    238.00     2.60  
  239.00     5.40    239.00     3.50    239.00     2.60  
  240.00     5.30    240.00     3.50    240.00     2.60  
  241.00     5.30    241.00     3.50    241.00     2.70  
  242.00     5.30    242.00     3.50    242.00     2.70  
  243.00     5.30    243.00     3.40    243.00     2.70  
  244.00     5.30    244.00     3.40    244.00     2.70  
  245.00     5.30    245.00     3.40    245.00     2.60  
  246.00     5.30    246.00     3.50    246.00     2.60  
  247.00     5.30    247.00     3.50    247.00     2.60  
  248.00     5.30    248.00     3.50    248.00     2.60  
  249.00     5.30    249.00     3.50    249.00     2.60  
  250.00     5.30    250.00     3.50    250.00     2.60  
  251.00     5.30    251.00     3.40    251.00     2.60  
  252.00     5.30    252.00     3.50    252.00     2.60  
  253.00     5.30    253.00     3.50    253.00     2.60  
  254.00     5.40    254.00     3.50    254.00     2.60  
  255.00     5.30    255.00     3.50    255.00     2.60  
  256.00     5.30    256.00     3.50    256.00     2.60  
  257.00     5.40    257.00     3.40    257.00     2.60  
  258.00     5.30    258.00     3.40    258.00     2.60  
  259.00     5.30    259.00     3.50    259.00     2.60  
  260.00     5.30    260.00     3.50    260.00     2.60  
  261.00     5.30    261.00     3.50    261.00     2.60  
  262.00     5.30    262.00     3.50    262.00     2.60  
  263.00     5.30    263.00     3.50    263.00     2.70  
  264.00     5.30    264.00     3.50    264.00     2.60  
  265.00     5.30    265.00     3.50    265.00     2.60  
  266.00     5.30    266.00     3.50    266.00     2.60  
  267.00     5.30    267.00     3.40    267.00     2.60  
  268.00     5.30    268.00     3.50    268.00     2.60  
  269.00     5.30    269.00     3.50    269.00     2.60  
  270.00     5.30    270.00     3.40    270.00     2.60  
  271.00     5.30    271.00     3.50    271.00     2.60  
  272.00     5.30    272.00     3.40    272.00     2.60  
  273.00     5.30    273.00     3.50    273.00     2.60  
  274.00     5.30    274.00     3.50    274.00     2.60  
  275.00     5.30    275.00     3.50    275.00     2.60  
  276.00     5.30    276.00     3.50    276.00     2.60  
  277.00     5.30    277.00     3.50    277.00     2.60  
  278.00     5.30    278.00     3.50    278.00     2.60  
  279.00     5.40    279.00     3.50    279.00     2.60  
  280.00     5.30    280.00     3.50    280.00     2.60  
  281.00     5.30    281.00     3.50    281.00     2.60  
  282.00     5.30    282.00     3.50    282.00     2.60  
  283.00     5.30    283.00     3.50    283.00     2.60  
  284.00     5.30    284.00     3.50    284.00     2.60  
  285.00     5.30    285.00     3.50    285.00     2.60  
  286.00     5.30    286.00     3.50    286.00     2.60  
  287.00     5.30    287.00     3.50    287.00     2.60  
  288.00     5.30    288.00     3.40    288.00     2.60  
  289.00     5.30    289.00     3.50    289.00     2.60  
  290.00     5.30    290.00     3.50    290.00     2.60  
  291.00     5.30    291.00     3.50    291.00     2.60  
  292.00     5.30    292.00     3.50    292.00     2.60  
  293.00     5.30    293.00     3.40    293.00     2.60  
  294.00     5.30    294.00     3.40    294.00     2.60  
  295.00     5.30    295.00     3.50    295.00     2.60  
  296.00     5.30    296.00     3.50    296.00     2.60  
  297.00     5.30    297.00     3.50    297.00     2.60  
  298.00     5.30    298.00     3.50    298.00     2.60  
  299.00     5.30    299.00     3.50    299.00     2.60  
  300.00     5.30    300.00     3.50    300.00     2.60  
  301.00     5.30    301.00     3.50    301.00     2.60  
  302.00     5.30    302.00     3.50    302.00     2.60  
  303.00     5.30    303.00     3.50    303.00     2.60  
  304.00     5.30    304.00     3.40    304.00     2.70  
  305.00     5.30    305.00     3.50    305.00     2.60  
  306.00     5.30    306.00     3.50    306.00     2.60  
  307.00     5.30    307.00     3.50    307.00     2.60  
  308.00     5.30    308.00     3.50    308.00     2.60  
  309.00     5.30    309.00     3.50    309.00     2.60  
  310.00     5.30    310.00     3.50    310.00     2.60  
  311.00     5.30    311.00     3.50    311.00     2.70  
  312.00     5.30    312.00     3.50    312.00     2.60  
  313.00     5.30    313.00     3.50    313.00     2.60  
  314.00     5.30    314.00     3.50    314.00     2.60  
  315.00     5.30    315.00     3.40    315.00     2.60  
  316.00     5.30    316.00     3.50    316.00     2.60  
  317.00     5.30    317.00     3.40    317.00     2.60  
  318.00     5.30    318.00     3.50    318.00     2.60  
  319.00     5.30    319.00     3.50    319.00     2.60  
  320.00     5.30    320.00     3.50    320.00     2.60  
  321.00     5.30    321.00     3.50    321.00     2.60  
  322.00     5.30    322.00     3.40    322.00     2.60  
  323.00     5.30    323.00     3.50    323.00     2.70  
  324.00     5.30    324.00     3.50    324.00     2.70  
  325.00     5.30    325.00     3.50    325.00     2.60  
  326.00     5.30    326.00     3.50    326.00     2.60  
  327.00     5.30    327.00     3.50    327.00     2.70  
  328.00     5.30    328.00     3.50    328.00     2.60  
  329.00     5.30    329.00     3.50    329.00     2.60  
  330.00     5.30    330.00     3.40    330.00     2.60  
  331.00     5.30    331.00     3.50    331.00     2.60  
  332.00     5.30    332.00     3.50    332.00     2.60  
  333.00     5.30    333.00     3.50    333.00     2.60  
  334.00     5.30    334.00     3.40    334.00     2.60  
  335.00     5.30    335.00     3.50    335.00     2.60  
  336.00     5.30    336.00     3.50    336.00     2.60  
  337.00     5.40    337.00     3.50    337.00     2.60  
  338.00     5.30    338.00     3.50    338.00     2.60  
  339.00     5.30    339.00     3.40    339.00     2.60  
  340.00     5.30    340.00     3.40    340.00     2.60  
  341.00     5.30    341.00     3.50    341.00     2.70  
  342.00     5.30    342.00     3.50    342.00     2.60  
  343.00     5.30    343.00     3.50    343.00     2.60  
  344.00     5.30    344.00     3.50    344.00     2.70  
  345.00     5.30    345.00     3.50    345.00     2.60  
  346.00     5.30    346.00     3.50    346.00     2.60  
  347.00     5.30    347.00     3.50    347.00     2.60  
  348.00     5.30    348.00     3.50    348.00     2.60  
  349.00     5.30    349.00     3.40    349.00     2.60  
  350.00     5.30    350.00     3.50    350.00     2.60  
  351.00     5.30    351.00     3.50    351.00     2.70  
  352.00     5.30    352.00     3.50    352.00     2.60  
  353.00     5.30    353.00     3.50    353.00     2.60  
  354.00     5.30    354.00     3.50    354.00     2.60  
  355.00     5.30    355.00     3.40    355.00     2.60  
  356.00     5.30    356.00     3.50    356.00     2.60  
  357.00     5.30    357.00     3.50    357.00     2.60  
  358.00     5.30    358.00     3.50    358.00     2.60  
  359.00     5.30    359.00     3.50    359.00     2.70  
  360.00     5.30    360.00     3.50    360.00     2.60  
  361.00     5.40    361.00     3.40    361.00     2.60  
  362.00     5.40    362.00     3.50    362.00     2.60  
  363.00     5.30    363.00     3.50    363.00     2.60  
  364.00     5.30    364.00     3.50    364.00     2.60  
  365.00     5.30    365.00     3.50    365.00     2.60  
  366.00     5.30    366.00     3.50    366.00     2.60  
  367.00     5.30    367.00     3.50    367.00     2.60  
  368.00     5.30    368.00     3.50    368.00     2.70  
  369.00     5.30    369.00     3.50    369.00     2.70  
  370.00     5.30    370.00     3.50    370.00     2.60  
  371.00     5.30    371.00     3.50    371.00     2.60  
  372.00     5.40    372.00     3.50    372.00     2.70  
  373.00     5.30    373.00     3.50    373.00     2.60  
  374.00     5.30    374.00     3.50    374.00     2.60  
  375.00     5.30    375.00     3.50    375.00     2.60  
  376.00     5.30    376.00     3.50    376.00     2.60  
  377.00     5.30    377.00     3.50    377.00     2.70  
  378.00     5.30    378.00     3.50    378.00     2.60  
  379.00     5.30    379.00     3.50    379.00     2.60  
  380.00     5.30    380.00     3.50    380.00     2.60  
  381.00     5.30    381.00     3.50    381.00     2.60  
  382.00     5.30    382.00     3.50    382.00     2.60  
  383.00     5.40    383.00     3.40    383.00     2.70  
  384.00     5.30    384.00     3.50    384.00     2.60  
  385.00     5.30    385.00     3.50    385.00     2.60  
  386.00     5.30    386.00     3.50    386.00     2.70  
  387.00     5.30    387.00     3.50    387.00     2.70  
  388.00     5.30    388.00     3.50    388.00     2.60  
  389.00     5.30    389.00     3.40    389.00     2.60  
  390.00     5.30    390.00     3.50    390.00     2.60  
  391.00     5.30    391.00     3.50    391.00     2.60  
  392.00     5.30    392.00     3.50    392.00     2.60  
  393.00     5.30    393.00     3.50    393.00     2.70  
  394.00     5.30    394.00     3.40    394.00     2.60  
  395.00     5.30    395.00     3.50    395.00     2.60  
  396.00     5.30    396.00     3.60    396.00     2.60  
  397.00     5.30    397.00     3.50    397.00     2.60  
  398.00     5.30    398.00     3.50    398.00     2.60  
  399.00     5.30    399.00     3.50    399.00     2.60  
  400.00     5.30    400.00     3.50    400.00     2.60  
  401.00     5.30    401.00     3.50    401.00     2.60  
  402.00     5.30    402.00     3.40    402.00     2.60  
  403.00     5.30    403.00     3.40    403.00     2.60  
  404.00     5.30    404.00     3.40    404.00     2.60  
  405.00     5.30    405.00     3.50    405.00     2.60  
  406.00     5.30    406.00     3.50    406.00     2.60  
  407.00     5.30    407.00     3.50    407.00     2.60  
  408.00     5.30    408.00     3.50    408.00     2.60  
  409.00     5.30    409.00     3.50    409.00     2.70  
  410.00     5.30    410.00     3.40    410.00     2.60  
  411.00     5.30    411.00     3.50    411.00     2.60  
  412.00     5.30    412.00     3.50    412.00     2.60  
  413.00     5.30    413.00     3.50    413.00     2.60  
  414.00     5.30    414.00     3.50    414.00     2.60  
  415.00     5.30    415.00     3.50    415.00     2.60  
  416.00     5.30    416.00     3.50    416.00     2.60  
  417.00     5.30    417.00     3.50    417.00     2.60  
  418.00     5.30    418.00     3.40    418.00     2.60  
  419.00     5.30    419.00     3.40    419.00     2.60  
  420.00     5.30    420.00     3.50    420.00     2.60  
  421.00     5.30    421.00     3.50    421.00     2.60  
  422.00     5.30    422.00     3.50    422.00     2.60  
  423.00     5.30    423.00     3.50    423.00     2.60  
  424.00     5.30    424.00     3.50    424.00     2.60  
  425.00     5.30    425.00     3.50    425.00     2.60  
  426.00     5.30    426.00     3.50    426.00     2.60  
  427.00     5.30    427.00     3.50    427.00     2.60  
  428.00     5.30    428.00     3.40    428.00     2.60  
  429.00     5.30    429.00     3.50    429.00     2.60  
  430.00     5.30    430.00     3.40    430.00     2.70  
  431.00     5.30    431.00     3.50    431.00     2.60  
  432.00     5.30    432.00     3.50    432.00     2.60  
  433.00     5.30    433.00     3.50    433.00     2.60  
  434.00     5.30    434.00     3.50    434.00     2.60  
  435.00     5.30    435.00     3.50    435.00     2.60  
  436.00     5.30    436.00     3.50    436.00     2.70  
  437.00     5.30    437.00     3.50    437.00     2.60  
  438.00     5.30    438.00     3.50    438.00     2.60  
  439.00     5.30    439.00     3.50    439.00     2.60  
  440.00     5.30    440.00     3.50    440.00     2.70  
  441.00     5.30    441.00     3.40    441.00     2.60  
  442.00     5.30    442.00     3.50    442.00     2.60  
  443.00     5.30    443.00     3.50    443.00     2.60  
  444.00     5.30    444.00     3.40    444.00     2.60  
  445.00     5.30    445.00     3.50    445.00     2.60  
  446.00     5.30    446.00     3.50    446.00     2.70  
  447.00     5.30    447.00     3.50    447.00     2.60  
  448.00     5.30    448.00     3.50    448.00     2.60  
  449.00     5.30    449.00     3.50    449.00     2.60  
  450.00     5.30    450.00     3.50    450.00     2.60  
  451.00     5.30    451.00     3.50    451.00     2.60  
  452.00     5.30    452.00     3.50    452.00     2.60  
  453.00     5.30    453.00     3.50    453.00     2.60  
  454.00     5.30    454.00     3.50    454.00     2.60  
  455.00     5.30    455.00     3.50    455.00     2.60  
  456.00     5.30    456.00     3.50    456.00     2.60  
  457.00     5.30    457.00     3.50    457.00     2.70  
  458.00     5.30    458.00     3.50    458.00     2.60  
  459.00     5.30    459.00     3.40    459.00     2.70  
  460.00     5.30    460.00     3.50    460.00     2.60  
  461.00     5.30    461.00     3.40    461.00     2.60  
  462.00     5.30    462.00     3.50    462.00     2.60  
  463.00     5.30    463.00     3.50    463.00     2.60  
  464.00     5.30    464.00     3.50    464.00     2.60  
  465.00     5.30    465.00     3.50    465.00     2.60  
  466.00     5.30    466.00     3.50    466.00     2.60  
  467.00     5.30    467.00     3.50    467.00     2.60  
  468.00     5.30    468.00     3.50    468.00     2.60  
  469.00     5.30    469.00     3.50    469.00     2.60  
  470.00     5.30    470.00     3.50    470.00     2.60  
  471.00     5.30    471.00     3.50    471.00     2.60  
  472.00     5.30    472.00     3.50    472.00     2.60  
  473.00     5.30    473.00     3.50    473.00     2.60  
  474.00     5.30    474.00     3.50    474.00     2.60  
  475.00     5.30    475.00     3.50    475.00     2.60  
  476.00     5.30    476.00     3.50    476.00     2.60  
  477.00     5.30    477.00     3.40    477.00     2.60  
  478.00     5.30    478.00     3.50    478.00     2.60  
  479.00     5.30    479.00     3.50    479.00     2.60  
  480.00     5.30    480.00     3.50    480.00     2.60  
