,0,T2,T3,NIP1_M,NIP1_F,T4,T5,NIP2_M,NIP2_F,T1,T6_OF,Film_Result_X [mm],Zoom_Result_X [mm], Zoom_Result_Y [mm]
268,2,4.966666666666666,4.6,0.3333333333333333,-0.1,5.599999999999999,4.9,6.333333333333333,7.1000000000000005,5.566666666666666,3.216666666666667,-0.006,0.0,0.0
269,2,4.95,4.6,0.35,-0.1,5.6,4.85,7.199999999999999,7.6,5.45,3.225,-0.009,0.0,0.0
270,2,4.966666666666667,4.766666666666667,0.3,-0.0333333333333333,5.433333333333334,4.9,7.366666666666667,7.466666666666666,5.333333333333333,3.266666666666667,-0.01,0.0,0.0
271,2,4.95,4.75,0.35,-0.1,5.5,4.9,7.1,7.15,5.550000000000001,3.2,-0.008,0.0,0.0
272,1,5.08,4.56,0.32,-0.14,5.58,4.880000000000001,6.34,6.56,5.76,3.2700000000000005,0.0,0.0,0.0
273,2,5.1000000000000005,4.8,0.3666666666666667,-0.1,5.433333333333334,4.866666666666667,5.599999999999999,6.066666666666666,5.900000000000001,3.25,0.0,0.0,0.0
274,2,5.0,4.8,0.3,-0.15,5.4,4.9,5.55,5.95,5.5,3.3,0.0,0.0,0.0
275,2,5.066666666666666,4.6,0.3333333333333333,-0.1333333333333333,5.6000000000000005,4.9,5.8,6.433333333333334,5.6000000000000005,3.216666666666667,0.0,0.0,0.0
276,2,4.95,4.6,0.3,-0.1,5.65,4.9,6.449999999999999,7.35,5.4,3.275,-0.007,0.0,0.0
277,2,5.066666666666666,4.8,0.3333333333333333,-0.0666666666666666,5.466666666666666,4.9,7.033333333333334,7.933333333333334,5.3,3.216666666666667,-0.01,0.0,0.0
278,2,5.0,4.75,0.3,-0.2,5.4,4.9,7.0,8.0,5.55,3.2,-0.012,0.0,0.0
279,1,4.96,4.6,0.32,-0.12,5.58,4.86,6.6,7.32,5.66,3.2299999999999995,-0.009,0.0,0.0
280,2,5.033333333333334,4.7,0.3666666666666667,-0.1666666666666666,5.566666666666666,4.866666666666667,6.0,6.266666666666667,5.900000000000001,3.216666666666667,0.0,0.0,0.0
281,2,5.0,4.8,0.4,-0.1,5.45,4.9,5.699999999999999,6.0,5.7,3.3,0.007,0.0,0.0
282,2,4.966666666666667,4.666666666666667,0.3333333333333333,-0.1,5.5,4.9,5.633333333333333,5.9,5.633333333333333,3.233333333333333,0.006,0.0,0.0
283,2,5.0,4.55,0.35,-0.05,5.6,4.85,5.9,6.4,5.45,3.25,-0.004,0.0,0.0
284,2,5.066666666666666,4.733333333333333,0.3666666666666667,-0.1333333333333333,5.566666666666666,4.9,6.766666666666667,7.266666666666667,5.3,3.233333333333333,-0.013,0.0,0.0
285,2,4.9,4.7,0.3,0.0,5.5,4.9,7.2,7.85,5.5,3.25,-0.013,0.0,0.0
286,2,5.0,4.733333333333333,0.3666666666666667,-0.1,5.533333333333334,4.866666666666667,7.266666666666667,7.766666666666667,5.666666666666667,3.233333333333333,-0.019,0.0,0.0
287,2,5.0,4.55,0.3,-0.1,5.6,4.85,7.3,7.7,5.75,3.225,-0.013,0.0,0.0
288,1,5.0600000000000005,4.76,0.3399999999999999,-0.14,5.56,4.86,6.859999999999999,6.88,5.7,3.22,0.0,0.0,0.0
289,2,5.033333333333333,4.666666666666667,0.3333333333333333,-0.1,5.5,4.9,5.966666666666666,6.0,5.533333333333334,3.216666666666667,0.007,0.0,0.0
290,2,5.0,4.6,0.3,-0.1,5.65,4.800000000000001,6.0,6.1,5.5,3.25,0.016,0.0,0.0
291,2,5.033333333333333,4.666666666666667,0.3333333333333333,-0.0666666666666666,5.633333333333333,4.833333333333333,6.233333333333333,6.666666666666667,5.3,3.233333333333333,0.009,0.0,0.0
292,2,4.9,4.75,0.35,-0.15,5.45,4.9,6.65,7.5,5.7,3.225,0.0,0.0,0.0
293,2,4.933333333333334,4.733333333333333,0.3666666666666667,-0.0333333333333333,5.433333333333334,4.866666666666667,7.133333333333333,8.200000000000001,5.566666666666666,3.25,-0.006,0.0,0.0
294,2,4.9,4.6,0.35,-0.1,5.65,4.9,7.25,8.05,5.75,3.275,-0.009,0.0,0.0
295,1,5.04,4.74,0.3,-0.1,5.58,4.84,6.779999999999999,7.12,5.779999999999999,3.24,-0.008,0.0,0.0
296,2,5.066666666666666,4.8,0.3,-0.1333333333333333,5.400000000000001,4.866666666666667,5.933333333333334,6.033333333333334,5.5,3.233333333333333,0.0,0.0,0.0
297,2,4.95,4.55,0.35,-0.1,5.65,4.85,5.6,5.7,5.35,3.25,0.004,0.0,0.0
298,2,5.0,4.6,0.3333333333333333,-0.1,5.666666666666667,4.9,5.533333333333334,5.7,5.3,3.233333333333333,0.01,0.0,0.0
299,2,5.050000000000001,4.8,0.4,-0.15,5.55,4.9,5.699999999999999,6.4,5.449999999999999,3.275,0.006,0.0,0.0
300,2,4.966666666666667,4.733333333333333,0.3333333333333333,-0.1,5.433333333333334,4.9,6.433333333333334,7.233333333333333,5.566666666666666,3.233333333333333,-0.005,0.0,0.0
301,2,4.95,4.6,0.3,-0.15,5.6,4.9,7.0,7.55,5.8,3.25,-0.018,0.0,0.0
302,1,4.96,4.7,0.3,-0.04,5.62,4.9,6.82,7.18,5.62,3.21,-0.017,0.0,0.0
303,2,5.0,4.766666666666667,0.3666666666666667,-0.1333333333333333,5.4,4.9,6.033333333333334,6.3,5.533333333333334,3.25,-0.013,0.0,0.0
304,2,4.9,4.6,0.35,-0.1,5.6,4.9,5.800000000000001,5.85,5.35,3.25,0.004,0.0,0.0
305,2,4.966666666666667,4.6,0.3333333333333333,-0.1333333333333333,5.599999999999999,4.866666666666667,5.533333333333334,5.533333333333334,5.3,3.216666666666667,0.019,0.0,0.0
306,2,5.05,4.8,0.3,-0.1,5.55,4.9,5.55,5.7,5.449999999999999,3.225,0.015,0.0,0.0
307,2,5.0,4.8,0.3,-0.1333333333333333,5.433333333333334,4.9,6.0,6.533333333333334,5.6000000000000005,3.233333333333333,0.013,0.0,0.0
308,2,5.0,4.6,0.3,-0.1,5.5,4.9,6.65,7.300000000000001,5.75,3.25,0.006,0.0,0.0
309,1,4.94,4.6,0.32,-0.1,5.6,4.9,7.06,7.479999999999999,5.720000000000001,3.22,-0.004,0.0,0.0
310,2,5.1000000000000005,4.766666666666667,0.3333333333333333,-0.1,5.4,4.9,6.833333333333333,7.066666666666666,5.466666666666666,3.216666666666667,-0.007,0.0,0.0
311,2,4.95,4.699999999999999,0.35,-0.1,5.5,4.9,6.449999999999999,6.5,5.3,3.1750000000000003,-0.003,0.0,0.0
312,2,4.9,4.566666666666666,0.3666666666666667,-0.1,5.599999999999999,4.8,5.933333333333334,6.0,5.3,3.25,0.0,0.0,0.0
313,2,5.0,4.699999999999999,0.3,-0.1,5.6,4.9,5.55,5.7,5.55,3.2,0.003,0.0,0.0
314,2,5.033333333333334,4.8,0.3333333333333333,-0.1,5.466666666666666,4.9,5.533333333333334,5.966666666666666,5.633333333333333,3.233333333333333,0.0,0.0,0.0
315,2,4.9,4.6,0.35,-0.1,5.45,4.9,5.95,6.5,5.85,3.1500000000000004,-0.004,0.0,0.0
316,2,4.933333333333334,4.566666666666666,0.3,-0.1333333333333333,5.666666666666667,4.9,6.8,7.233333333333333,5.766666666666667,3.25,-0.007,0.0,0.0
317,2,5.0,4.699999999999999,0.35,-0.05,5.6,4.9,7.15,7.5,5.6,3.2,-0.013,0.0,0.0
318,1,4.96,4.74,0.3399999999999999,-0.12,5.42,4.9,7.0200000000000005,7.1,5.4,3.21,-0.017,0.0,0.0
319,2,4.966666666666667,4.6,0.3333333333333333,-0.1333333333333333,5.566666666666666,4.9,6.366666666666667,6.366666666666667,5.3,3.266666666666667,-0.01,0.0,0.0
320,2,5.0,4.6,0.3,-0.1,5.6,4.9,5.800000000000001,5.9,5.6,3.2,0.0,0.0,0.0
321,2,5.0,4.8,0.3333333333333333,-0.1333333333333333,5.533333333333334,4.9,5.6000000000000005,5.8,5.766666666666667,3.216666666666667,0.014,0.0,0.0
322,2,5.05,4.8,0.3,-0.1,5.45,4.9,5.65,6.25,5.85,3.225,0.02,0.0,0.0
323,2,4.933333333333334,4.566666666666666,0.4000000000000001,-0.1,5.599999999999999,4.9,6.0,6.733333333333333,5.666666666666667,3.233333333333333,0.012,0.0,0.0
324,2,4.9,4.6,0.3,-0.1,5.6,4.9,6.699999999999999,7.449999999999999,5.550000000000001,3.225,0.0,0.0,0.0
325,1,5.0600000000000005,4.8,0.3,-0.1,5.48,4.86,7.08,7.76,5.4,3.1900000000000004,0.0,0.0,0.0
326,2,4.9,4.566666666666666,0.3,-0.0666666666666666,5.566666666666666,4.9,6.833333333333333,7.133333333333333,5.3,3.233333333333333,0.0,0.0,0.0
327,2,5.0,4.6,0.4,-0.1,5.6,4.9,6.199999999999999,6.449999999999999,5.6,3.1500000000000004,0.006,0.0,0.0
328,2,5.066666666666666,4.8,0.3,-0.1,5.466666666666666,4.9,5.8,5.933333333333334,5.733333333333333,3.2000000000000006,0.015,0.0,0.0
329,2,5.05,4.8,0.35,-0.1,5.45,4.9,5.6,5.7,5.85,3.225,0.015,0.0,0.0
330,2,5.0,4.666666666666667,0.3,-0.1333333333333333,5.599999999999999,4.9,5.8,6.466666666666666,5.766666666666667,3.25,0.01,0.0,0.0
331,2,4.85,4.6,0.3,-0.1,5.6,4.85,6.65,7.2,5.5,3.2,0.004,0.0,0.0
332,1,5.040000000000001,4.76,0.2799999999999999,-0.1,5.56,4.9,7.06,7.3,5.42,3.2299999999999995,0.0,0.0,0.0
333,2,5.0,4.7,0.3333333333333333,-0.1,5.566666666666666,4.8,6.433333333333334,6.433333333333334,5.666666666666667,3.216666666666667,-0.007,0.0,0.0
334,2,5.05,4.85,0.35,-0.1,5.45,4.9,6.0,6.05,5.8,3.25,-0.011,0.0,0.0
335,2,5.1000000000000005,4.733333333333333,0.4000000000000001,-0.1,5.400000000000001,4.9,5.533333333333334,6.033333333333334,5.866666666666667,3.216666666666667,-0.005,0.0,0.0
336,2,4.9,4.55,0.3,-0.1,5.6,4.9,5.65,6.300000000000001,5.7,3.225,0.0,0.0,0.0
337,2,4.966666666666667,4.7,0.3333333333333333,-0.1333333333333333,5.533333333333334,4.833333333333333,6.166666666666667,7.266666666666667,5.4,3.216666666666667,0.008,0.0,0.0
338,2,5.05,4.8,0.35,-0.1,5.4,4.9,7.0,7.85,5.5,3.25,0.011,0.0,0.0
339,1,4.92,4.619999999999999,0.3399999999999999,-0.1,5.619999999999999,4.86,6.88,7.44,5.7,3.1900000000000004,0.011,0.0,0.0
340,2,5.1000000000000005,4.7,0.3333333333333333,-0.0666666666666666,5.533333333333334,4.9,6.4,6.7,5.866666666666667,3.233333333333333,0.0,0.0,0.0
341,2,5.0,4.55,0.3,-0.15,5.45,4.85,5.9,6.050000000000001,5.6,3.2,0.0,0.0,0.0
342,2,4.933333333333334,4.566666666666666,0.3333333333333333,-0.1333333333333333,5.533333333333334,4.833333333333333,5.733333333333333,5.633333333333333,5.533333333333334,3.2000000000000006,-0.005,0.0,0.0
343,2,5.0,4.6,0.35,-0.1,5.6,4.85,5.699999999999999,5.9,5.5,3.225,-0.008,0.0,0.0
344,2,5.033333333333333,4.766666666666667,0.3,-0.1666666666666666,5.533333333333334,4.866666666666667,6.166666666666667,6.633333333333333,5.3,3.1833333333333336,0.0,0.0,0.0
345,2,4.9,4.6,0.35,-0.1,5.5,4.9,6.7,7.15,5.55,3.2,0.0,0.0,0.0
346,2,5.0,4.6,0.3,-0.15,5.6,4.9,7.15,7.5,5.6,3.25,0.009,0.0,0.0
347,2,4.95,4.6,0.35,-0.05,5.55,4.9,7.15,7.45,5.8,3.1500000000000004,0.0,0.0,0.0
348,1,5.0,4.8,0.4,-0.1,5.6,4.9,7.1,7.2,5.9,3.2,-0.007,0.0,0.0
349,2,5.066666666666666,4.733333333333333,0.3333333333333333,-0.0666666666666666,5.566666666666666,4.9,6.833333333333333,6.933333333333334,5.8,3.216666666666667,-0.017,0.0,0.0
350,2,4.949999999999999,4.6,0.4,-0.1,5.45,4.9,6.35,6.45,5.6,3.25,-0.02,0.0,0.0
351,2,4.9,4.6,0.3333333333333333,-0.1333333333333333,5.533333333333334,4.833333333333333,5.866666666666667,5.9,5.566666666666666,3.266666666666667,-0.013,0.0,0.0
352,2,5.0,4.6,0.35,-0.1,5.6,4.85,5.449999999999999,5.9,5.35,3.2,-0.005,0.0,0.0
353,2,5.0,4.733333333333333,0.3666666666666667,-0.2,5.533333333333334,4.866666666666667,5.433333333333334,6.233333333333333,5.4,3.216666666666667,0.008,0.0,0.0
354,2,5.1,4.6,0.3,-0.15,5.4,4.85,5.7,6.75,5.7,3.25,0.014,0.0,0.0
355,1,4.94,4.64,0.38,-0.12,5.58,4.880000000000001,6.68,7.62,5.74,3.2299999999999995,0.009,0.0,0.0
356,2,5.066666666666666,4.766666666666667,0.3333333333333333,-0.1,5.533333333333334,4.866666666666667,6.833333333333333,7.6,5.766666666666667,3.233333333333333,0.003,0.0,0.0
357,2,5.0,4.7,0.3,-0.1,5.4,4.85,6.55,7.199999999999999,5.6,3.2,0.0,0.0,0.0
358,2,4.966666666666666,4.6,0.3333333333333333,-0.0666666666666666,5.5,4.8,5.933333333333334,6.6000000000000005,5.466666666666666,3.2000000000000006,-0.004,0.0,0.0
359,2,5.05,4.55,0.35,-0.05,5.6,4.9,5.65,6.3,5.3,3.225,0.0,0.0,0.0
360,2,4.933333333333334,4.733333333333333,0.3333333333333333,-0.1333333333333333,5.533333333333334,4.9,5.4,5.866666666666667,5.3,3.216666666666667,0.004,0.0,0.0
361,2,5.05,4.699999999999999,0.35,-0.1,5.45,4.9,5.4,6.0,5.6,3.2,0.005,0.0,0.0
362,1,4.92,4.58,0.3399999999999999,-0.1,5.54,4.880000000000001,6.06,6.859999999999999,5.779999999999999,3.22,0.008,0.0,0.0
363,2,5.0,4.8,0.3666666666666667,-0.1,5.566666666666666,4.9,6.833333333333333,7.533333333333334,5.766666666666667,3.2,0.0,0.0,0.0
364,2,5.1,4.699999999999999,0.4,-0.2,5.5,4.9,6.9,7.05,5.6,3.275,0.0,0.0,0.0
365,2,4.966666666666667,4.566666666666666,0.3,-0.1,5.466666666666666,4.833333333333333,6.533333333333334,6.7,5.4,3.216666666666667,-0.014,0.0,0.0
366,2,4.95,4.6,0.35,-0.15,5.6,4.85,5.95,6.15,5.3,3.225,-0.012,0.0,0.0
367,2,4.966666666666667,4.633333333333333,0.3333333333333333,-0.1333333333333333,5.599999999999999,4.9,5.8,5.866666666666667,5.366666666666667,3.2000000000000006,-0.007,0.0,0.0
368,2,5.05,4.65,0.4,-0.1,5.4,4.9,5.5,5.55,5.65,3.1500000000000004,0.006,0.0,0.0
369,1,5.0,4.56,0.3,-0.08,5.5200000000000005,4.9,5.779999999999999,6.32,5.779999999999999,3.2,0.017,0.0,0.0
370,2,5.0,4.733333333333333,0.3,-0.1,5.633333333333333,4.9,6.633333333333333,7.533333333333334,5.733333333333333,3.1833333333333336,0.02,0.0,0.0
371,2,5.0,4.75,0.4,-0.15,5.45,4.9,6.9,7.6,5.55,3.1750000000000003,0.009,0.0,0.0
372,2,5.1000000000000005,4.6,0.3,-0.0666666666666666,5.400000000000001,4.9,6.766666666666667,7.5,5.333333333333333,3.2000000000000006,0.008,0.0,0.0
373,2,5.0,4.6,0.35,-0.15,5.6,4.9,6.65,7.1,5.3,3.1500000000000004,0.0,0.0,0.0
374,2,4.966666666666667,4.733333333333333,0.3666666666666667,-0.1333333333333333,5.599999999999999,4.9,6.133333333333333,6.3,5.433333333333334,3.1833333333333336,0.006,0.0,0.0
375,2,5.05,4.75,0.3,-0.1,5.4,4.9,5.699999999999999,5.800000000000001,5.55,3.175,0.006,0.0,0.0
376,2,5.033333333333333,4.533333333333333,0.3666666666666667,-0.1,5.400000000000001,4.9,5.433333333333334,5.466666666666666,5.766666666666667,3.233333333333333,0.013,0.0,0.0
377,2,4.95,4.6,0.35,-0.2,5.55,4.9,5.55,5.85,5.75,3.1500000000000004,0.007,0.0,0.0
378,1,4.96,4.7,0.3399999999999999,-0.1,5.6,4.86,6.24,6.92,5.54,3.19,0.007,0.0,0.0
379,2,5.033333333333334,4.666666666666667,0.3333333333333333,-0.1333333333333333,5.4,4.9,6.900000000000001,7.166666666666667,5.3,3.216666666666667,0.0,0.0,0.0
380,2,5.0,4.6,0.3,-0.1,5.5,4.9,7.0,6.9,5.3,3.225,-0.01,0.0,0.0
381,2,4.9,4.666666666666667,0.4000000000000001,-0.1333333333333333,5.599999999999999,4.9,6.666666666666667,6.533333333333334,5.433333333333334,3.1833333333333336,-0.015,0.0,0.0
382,2,5.15,4.75,0.3,-0.1,5.55,4.9,6.1,6.1,5.65,3.1750000000000003,-0.011,0.0,0.0
383,2,5.0,4.566666666666666,0.3666666666666667,-0.1,5.400000000000001,4.9,5.666666666666667,5.666666666666667,5.866666666666667,3.216666666666667,-0.009,0.0,0.0
384,2,5.05,4.6,0.3,-0.2,5.55,4.9,5.55,5.699999999999999,5.85,3.1500000000000004,0.0,0.0,0.0
385,1,4.98,4.68,0.32,-0.08,5.54,4.880000000000001,5.76,6.459999999999999,5.5600000000000005,3.22,0.01,0.0,0.0
386,2,5.033333333333333,4.733333333333333,0.3666666666666667,-0.1,5.5,4.9,6.6000000000000005,7.533333333333334,5.3,3.2000000000000006,0.003,0.0,0.0
387,2,5.0,4.55,0.35,-0.1,5.6,4.9,6.85,7.65,5.3,3.2,0.007,0.0,0.0
388,2,5.0,4.666666666666667,0.3333333333333333,-0.0666666666666666,5.599999999999999,4.9,6.7,7.399999999999999,5.5,3.2000000000000006,-0.003,0.0,0.0
389,2,5.05,4.8,0.3,-0.1,5.55,4.9,6.35,7.0,5.75,3.2,-0.007,0.0,0.0
390,2,5.066666666666666,4.666666666666667,0.3333333333333333,-0.1,5.4,4.9,5.966666666666666,6.433333333333334,5.866666666666667,3.233333333333333,-0.007,0.0,0.0
391,2,5.1,4.55,0.4,-0.05,5.5,4.9,5.55,5.75,5.65,3.125,0.003,0.0,0.0
392,1,5.02,4.659999999999999,0.36,-0.08,5.6,4.880000000000001,5.48,5.84,5.5200000000000005,3.2,0.01,0.0,0.0
393,2,4.966666666666667,4.7,0.3,-0.1333333333333333,5.433333333333334,4.9,6.066666666666666,6.6000000000000005,5.3,3.1666666666666665,0.003,0.0,0.0
394,2,5.1,4.6,0.3,-0.05,5.5,4.9,6.550000000000001,7.4,5.3,3.1750000000000003,0.004,0.0,0.0
395,2,5.033333333333333,4.6,0.3666666666666667,-0.0666666666666666,5.599999999999999,4.866666666666667,6.900000000000001,7.466666666666666,5.433333333333334,3.1833333333333336,-0.004,0.0,0.0
396,2,5.05,4.8,0.35,-0.1,5.6,4.85,6.9,7.1,5.800000000000001,3.225,-0.01,0.0,0.0
397,2,5.0,4.7,0.3333333333333333,-0.1333333333333333,5.433333333333334,4.9,6.4,6.7,5.900000000000001,3.2000000000000006,-0.013,0.0,0.0
398,2,4.95,4.5,0.3,-0.1,5.4,4.9,5.699999999999999,6.1,5.9,3.175,-0.009,0.0,0.0
399,1,5.08,4.619999999999999,0.38,-0.12,5.58,4.9,5.34,5.779999999999999,5.48,3.1900000000000004,-0.006,0.0,0.0
400,2,4.933333333333334,4.8,0.3333333333333333,-0.0666666666666666,5.466666666666666,4.866666666666667,5.3,6.166666666666667,5.3,3.1833333333333336,-0.007,0.0,0.0
401,2,5.05,4.6,0.3,-0.05,5.4,4.9,5.85,6.85,5.3,3.2,0.005,0.0,0.0
402,2,4.966666666666667,4.6,0.3333333333333333,-0.1333333333333333,5.599999999999999,4.9,6.5,7.566666666666666,5.666666666666667,3.2000000000000006,0.006,0.0,0.0
403,2,5.15,4.8,0.4,-0.15,5.65,4.9,6.800000000000001,7.65,5.85,3.2,0.005,0.0,0.0
404,2,5.0,4.7,0.3333333333333333,-0.1333333333333333,5.533333333333334,4.9,6.5,7.533333333333334,5.833333333333333,3.1666666666666665,-0.007,0.0,0.0
405,2,4.8,4.65,0.35,-0.1,5.45,4.9,6.15,7.1,5.6,3.2,-0.01,0.0,0.0
406,1,5.0200000000000005,4.6,0.36,-0.14,5.58,4.86,5.5600000000000005,6.38,5.54,3.1900000000000004,-0.006,0.0,0.0
407,2,4.966666666666667,4.8,0.3666666666666667,-0.1666666666666666,5.533333333333334,4.9,5.266666666666667,5.8,5.3,3.1333333333333333,0.0,0.0,0.0
408,2,5.0,4.55,0.3,-0.1,5.4,4.9,5.6,6.050000000000001,5.4,3.225,0.009,0.0,0.0
409,2,4.866666666666667,4.6,0.3,-0.0333333333333333,5.5,4.9,6.2,6.8,5.666666666666667,3.1833333333333336,0.01,0.0,0.0
410,2,5.15,4.699999999999999,0.3,-0.05,5.6,4.85,6.75,7.15,5.85,3.2,0.0,0.0,0.0
411,2,5.033333333333333,4.8,0.3333333333333333,-0.1,5.5,4.9,6.933333333333334,7.233333333333333,5.666666666666667,3.1666666666666665,0.0,0.0,0.0
412,2,4.95,4.699999999999999,0.3,-0.1,5.4,5.0,6.75,6.949999999999999,5.55,3.2,-0.004,0.0,0.0
413,2,5.066666666666666,4.6,0.3333333333333333,-0.1,5.5,4.9,6.333333333333333,6.5,5.566666666666666,3.1833333333333336,-0.014,0.0,0.0
414,2,5.050000000000001,4.6,0.35,-0.1,5.6,4.9,5.9,6.0,5.35,3.225,-0.013,0.0,0.0
415,1,4.96,4.7,0.38,-0.08,5.5,4.92,5.36,5.659999999999999,5.42,3.18,-0.004,0.0,0.0
416,2,5.0,4.6,0.3,-0.1666666666666666,5.5,4.933333333333334,5.533333333333334,6.266666666666667,5.733333333333333,3.1666666666666665,0.007,0.0,0.0
417,2,5.1,4.55,0.35,-0.15,5.65,5.0,6.15,6.949999999999999,5.9,3.1750000000000003,0.02,0.0,0.0
418,2,5.066666666666666,4.766666666666667,0.3333333333333333,-0.1333333333333333,5.599999999999999,4.966666666666667,6.566666666666666,7.233333333333333,5.6000000000000005,3.2000000000000006,0.014,0.0,0.0
419,2,5.0,4.699999999999999,0.35,-0.1,5.45,5.0,6.8,7.3,5.4,3.2,0.007,0.0,0.0
420,2,4.966666666666667,4.6,0.3,-0.1,5.400000000000001,4.933333333333334,6.666666666666667,7.133333333333333,5.566666666666666,3.1666666666666665,0.0,0.0,0.0
421,2,5.05,4.6,0.35,-0.1,5.55,4.95,6.35,7.1,5.35,3.2,-0.011,0.0,0.0
422,1,5.0600000000000005,4.8,0.32,-0.1,5.5,4.94,5.64,6.36,5.5,3.1900000000000004,-0.004,0.0,0.0
423,2,4.933333333333334,4.566666666666666,0.3333333333333333,-0.0333333333333333,5.433333333333334,4.9,5.266666666666667,5.8,5.833333333333333,3.1666666666666665,0.005,0.0,0.0
424,2,5.0,4.55,0.3,-0.1,5.65,4.9,5.4,5.95,5.9,3.2,0.017,0.0,0.0
425,2,5.066666666666666,4.733333333333333,0.3333333333333333,-0.1666666666666666,5.666666666666667,4.9,5.8,6.533333333333334,5.633333333333333,3.1833333333333336,0.007,0.0,0.0
426,2,4.75,4.75,0.35,-0.15,5.5,5.0,6.45,7.1,5.35,3.1500000000000004,0.009,0.0,0.0
427,2,4.933333333333334,4.566666666666666,0.3333333333333333,-0.1,5.466666666666666,5.0,6.5,7.066666666666666,5.466666666666666,3.1666666666666665,0.006,0.0,0.0
428,2,4.9,4.6,0.3,-0.1,5.6,5.0,6.45,6.9,5.3,3.2,-0.004,0.0,0.0
429,1,4.92,4.7,0.3399999999999999,-0.1,5.54,4.94,5.76,6.26,5.58,3.1700000000000004,-0.018,0.0,0.0
430,2,4.8,4.666666666666667,0.3,-0.1333333333333333,5.400000000000001,4.9,5.366666666666667,5.633333333333333,5.866666666666667,3.1833333333333336,-0.017,0.0,0.0
431,2,4.85,4.55,0.35,-0.05,5.55,4.85,5.3,5.55,5.85,3.1500000000000004,-0.01,0.0,0.0
432,2,5.0,4.733333333333333,0.3666666666666667,-0.1333333333333333,5.633333333333333,4.933333333333334,5.5,6.133333333333333,5.6000000000000005,3.1666666666666665,-0.003,0.0,0.0
433,2,4.85,4.8,0.4,-0.1,5.45,4.95,6.050000000000001,6.949999999999999,5.6,3.1500000000000004,0.006,0.0,0.0
434,2,4.833333333333333,4.666666666666667,0.3333333333333333,-0.1,5.433333333333334,4.966666666666667,6.7,7.366666666666667,5.333333333333333,3.1833333333333336,0.007,0.0,0.0
435,2,4.85,4.6,0.3,-0.1,5.55,4.95,6.75,7.3,5.4,3.2,0.003,0.0,0.0
436,1,4.94,4.72,0.3399999999999999,-0.1,5.64,4.96,6.38,6.94,5.64,3.1700000000000004,-0.008,0.0,0.0
437,2,4.8,4.6000000000000005,0.3666666666666667,-0.1666666666666666,5.400000000000001,4.966666666666667,5.633333333333333,6.066666666666666,5.866666666666667,3.1833333333333336,-0.012,0.0,0.0
438,2,4.85,4.3,0.35,-0.1,5.4,4.95,5.25,5.85,5.699999999999999,3.125,-0.009,0.0,0.0
439,2,4.966666666666667,4.733333333333333,0.4000000000000001,-0.1666666666666666,5.566666666666666,4.933333333333334,5.333333333333333,5.666666666666667,5.666666666666667,3.1666666666666665,0.0,0.0,0.0
440,2,5.0,4.8,0.35,-0.1,5.55,4.95,5.6,6.25,5.4,3.2,0.012,0.0,0.0
441,2,4.8,4.733333333333333,0.3333333333333333,-0.1333333333333333,5.400000000000001,5.0,6.133333333333333,6.733333333333333,5.3,3.1833333333333336,0.018,0.0,0.0
442,2,4.699999999999999,4.6,0.35,-0.1,5.4,4.95,6.800000000000001,7.3,5.3,3.1750000000000003,0.01,0.0,0.0
443,2,4.966666666666667,4.666666666666667,0.3333333333333333,-0.1,5.566666666666666,5.0,6.866666666666667,7.133333333333333,5.666666666666667,3.1500000000000004,0.005,0.0,0.0
444,2,4.95,4.8,0.4,-0.1,5.55,5.0,6.699999999999999,6.9,5.9,3.1750000000000003,-0.008,0.0,0.0
445,1,4.82,4.64,0.3399999999999999,-0.08,5.42,4.98,5.84,6.24,5.78,3.21,-0.01,0.0,0.0
446,2,4.866666666666667,4.6,0.3,-0.1,5.566666666666666,4.966666666666667,5.166666666666667,6.033333333333334,5.5,3.233333333333333,-0.007,0.0,0.0
447,2,5.0,4.65,0.3,-0.2,5.6,4.95,5.05,5.9,5.35,3.1500000000000004,0.0,0.0,0.0
448,2,4.8,4.733333333333333,0.3333333333333333,-0.0666666666666666,5.566666666666666,5.0,5.3,6.266666666666667,5.333333333333333,3.1500000000000004,0.012,0.0,0.0
449,2,4.7,4.55,0.3,-0.1,5.4,4.9,5.85,7.05,5.6,3.225,0.012,0.0,0.0
450,2,4.933333333333334,4.6,0.2666666666666666,-0.1,5.533333333333334,5.0,6.5,7.366666666666667,5.7,3.216666666666667,0.009,0.0,0.0
451,2,5.0,4.6,0.35,-0.1,5.6,5.0,6.55,7.15,5.85,3.1750000000000003,0.0,0.0,0.0
452,1,4.95,4.8,0.35,-0.1,5.5,5.0,6.35,7.0,5.9,3.2,-0.006,0.0,0.0
453,2,4.9,4.699999999999999,0.3,-0.05,5.4,4.95,6.0,6.65,5.6,3.1750000000000003,-0.014,0.0,0.0
454,2,4.7,4.5,0.3,-0.1,5.4,5.0,5.7,6.5,5.5,3.1500000000000004,-0.004,0.0,0.0
455,2,4.9,4.6,0.3,-0.1,5.5,5.0,5.466666666666666,6.333333333333333,5.566666666666666,3.1666666666666665,0.007,0.0,0.0
456,2,5.0,4.6,0.35,-0.1,5.55,5.0,5.199999999999999,5.75,5.35,3.1,0.017,0.0,0.0
457,2,4.866666666666667,4.733333333333333,0.3,-0.1333333333333333,5.400000000000001,5.0,5.233333333333333,5.666666666666667,5.433333333333334,3.1833333333333336,0.017,0.0,0.0
