,0,T2,T3,NIP1_M,NIP1_F,T4,T5,NIP2_M,NIP2_F,T1,T6_OF,Film_Result_X [mm],Zoom_Result_X [mm], Zoom_Result_Y [mm]
68,2,4.95,4.6,0.4,-0.05,5.2,5.2,4.85,3.8,5.45,3.425,0.003,0.0,0.0
69,1,4.98,4.34,0.32,-0.12,5.220000000000001,5.220000000000001,4.7,3.98,5.779999999999999,3.4200000000000004,-0.008,0.0,0.0
70,1,4.98,4.32,0.36,-0.1,5.36,5.2,5.0200000000000005,4.5,5.880000000000001,3.43,0.017,0.0,0.0
71,1,5.04,4.5200000000000005,0.3399999999999999,-0.12,5.279999999999999,5.24,6.1,5.4,5.4,3.41,0.0,0.0,0.0
72,1,5.04,4.5,0.3,-0.16,5.12,5.24,6.04,5.779999999999999,5.48,3.45,0.025,0.0,0.0
73,1,4.96,4.279999999999999,0.34,-0.14,5.3,5.24,6.08,5.36,5.34,3.41,0.013,0.0,0.0
74,2,5.0,4.466666666666667,0.3666666666666667,-0.0666666666666666,5.400000000000001,5.266666666666667,5.7,4.733333333333333,5.5,3.4166666666666665,-0.031,0.0,0.0
75,2,5.0,4.6,0.3,-0.1,5.3,5.3,5.449999999999999,4.55,5.699999999999999,3.325,0.006,0.0,0.0
76,1,5.04,4.44,0.3399999999999999,-0.1,5.14,5.24,5.38,4.0600000000000005,5.720000000000001,3.43,0.005,0.0,0.0
77,1,5.0600000000000005,4.2,0.36,-0.14,5.340000000000001,5.16,4.88,4.26,5.9,3.39,0.003,0.0,0.0
78,1,5.14,4.48,0.32,-0.12,5.34,5.14,5.16,4.66,5.68,3.41,0.013,0.0,0.0
79,1,4.98,4.48,0.3399999999999999,-0.08,5.2,5.18,5.74,5.4,5.5600000000000005,3.41,0.009,0.0,0.0
80,1,4.9,4.36,0.3,-0.12,5.32,5.2,5.4,5.32,5.36,3.41,0.003,0.0,0.0
81,1,4.98,4.5,0.32,-0.12,5.36,5.2,5.38,5.26,5.46,3.4200000000000004,0.0,0.0,0.0
82,1,4.659999999999999,4.2,0.36,-0.14,5.08,4.880000000000001,6.18,6.18,5.4,3.1500000000000004,0.0,0.0,0.0
83,1,4.62,4.18,0.38,-0.1,5.1,4.9,6.119999999999999,6.08,5.4,3.14,-0.028,0.0,0.0
84,1,4.62,4.18,0.32,-0.08,5.06,4.880000000000001,6.18,6.08,5.4,3.14,0.0,0.0,0.0
85,1,4.62,4.16,0.32,-0.14,5.0,4.880000000000001,6.1,6.1,5.4,3.16,-0.014,0.0,0.0
86,1,4.619999999999999,4.2,0.32,-0.16,4.98,4.880000000000001,6.14,6.119999999999999,5.4,3.1500000000000004,-0.004,0.0,0.0
87,1,4.7,4.2,0.3399999999999999,-0.14,5.0,4.9,6.16,6.16,5.4,3.1300000000000003,0.011,0.0,0.0
88,1,4.64,4.18,0.3399999999999999,-0.1,5.0,4.880000000000001,6.06,6.04,5.4,3.14,-0.01,0.0,0.0
89,1,4.64,4.2,0.3,-0.08,5.08,4.92,6.12,5.84,5.44,3.14,-0.005,0.0,0.0
90,1,4.94,4.3,0.36,-0.14,5.08,5.279999999999999,5.6,5.64,5.96,3.08,-0.003,0.0,0.0
91,1,4.98,4.18,0.32,-0.1,5.08,5.3,5.54,5.720000000000001,6.0,3.14,-0.012,0.0,0.0
92,1,4.96,4.2,0.38,-0.12,5.0200000000000005,5.26,5.44,5.6,6.0200000000000005,3.29,-0.012,0.0,0.0
93,1,4.96,4.2,0.3,-0.12,5.0,5.279999999999999,5.56,5.34,6.0,3.2299999999999995,0.0,0.0,0.0
94,1,4.94,4.18,0.3399999999999999,-0.1,5.0,5.3,5.64,5.62,5.86,3.1900000000000004,0.0,0.0,0.0
95,1,4.94,4.18,0.38,-0.08,5.0,5.3,5.72,5.88,5.9,3.2,0.0,0.0,0.0
96,1,4.933333333333334,4.2,0.3666666666666667,-0.1333333333333333,5.0,5.400000000000001,5.833333333333333,6.2,5.833333333333333,3.233333333333333,-0.085,0.0,0.0
97,1,4.95,4.2,0.4,-0.1,5.0,5.35,6.1,6.6,5.8,3.25,-0.013,0.0,0.0
98,1,4.88,4.2,0.32,-0.14,5.16,5.279999999999999,6.659999999999999,7.12,5.68,3.1700000000000004,0.007,0.0,0.0
99,1,5.1,4.26,0.3,-0.14,5.24,5.32,6.840000000000001,7.44,5.54,3.47,0.003,0.0,0.0
100,1,5.14,4.34,0.36,-0.12,5.2,5.380000000000001,5.9,7.0,5.84,3.29,-0.003,0.0,0.0
101,1,5.2,4.220000000000001,0.3,-0.1,5.04,5.279999999999999,5.0600000000000005,6.860000000000001,5.9,3.3,0.0,0.0,0.0
102,1,5.159999999999999,4.18,0.38,-0.14,5.18,5.16,4.84,6.0600000000000005,5.8,3.3,0.0,0.0,0.0
103,1,5.18,4.26,0.36,-0.1,5.220000000000001,4.94,4.66,5.48,5.86,3.45,-0.007,0.0,0.0
104,1,5.16,4.36,0.3399999999999999,-0.1,5.2,5.04,4.619999999999999,5.1,5.76,3.41,0.0,0.0,0.0
105,1,5.16,4.2,0.36,-0.06,5.08,5.04,5.0,5.64,5.42,3.39,0.011,0.0,0.0
106,1,5.14,4.26,0.3399999999999999,-0.08,5.26,4.9,5.68,6.34,5.3,3.53,0.003,0.0,0.0
107,1,5.220000000000001,4.4,0.32,-0.1,5.3,5.04,6.279999999999999,6.92,5.32,3.41,0.004,0.0,0.0
108,1,5.12,4.34,0.32,-0.1,5.18,5.0200000000000005,6.32,7.18,5.38,3.4,-0.096,0.0,0.0
109,1,5.0200000000000005,4.2,0.36,-0.12,5.12,5.1,5.7,6.7,5.74,3.29,-0.028,0.0,0.0
110,1,5.0200000000000005,4.3,0.3399999999999999,-0.1,5.24,5.0,5.64,5.779999999999999,5.74,3.4,0.0,0.0,0.0
111,1,5.0,4.34,0.36,-0.1,5.24,4.98,5.56,5.34,5.76,3.37,0.012,0.0,0.0
112,1,4.94,4.26,0.3399999999999999,-0.12,5.08,5.1,5.54,5.5,5.46,3.4,0.018,0.0,0.0
113,1,5.04,4.220000000000001,0.3399999999999999,-0.12,5.26,5.0200000000000005,5.74,6.0600000000000005,5.44,3.38,0.011,0.0,0.0
114,1,5.04,4.36,0.3,-0.16,5.3,5.0600000000000005,6.42,6.92,5.32,3.44,0.006,0.0,0.0
115,1,4.96,4.36,0.36,-0.14,5.24,5.0600000000000005,7.140000000000001,7.5,5.32,3.31,-0.004,0.0,0.0
116,1,5.0200000000000005,4.28,0.3,-0.1,5.12,5.0200000000000005,7.18,7.540000000000001,5.9,3.33,-0.103,0.0,0.0
117,1,4.94,4.26,0.34,-0.1,5.279999999999999,5.04,6.840000000000001,7.08,5.76,3.34,0.0,0.0,0.0
118,1,5.0200000000000005,4.36,0.36,-0.06,5.3,5.1,6.540000000000001,6.5200000000000005,5.76,3.4,0.0,0.0,0.0
119,1,5.04,4.36,0.32,-0.1,5.2,5.12,6.04,5.92,5.6,3.39,-0.022,0.0,0.0
120,1,5.0600000000000005,4.18,0.3,-0.1,5.24,5.12,5.659999999999999,5.54,5.36,3.3200000000000003,-0.014,0.0,0.0
121,1,5.04,4.380000000000001,0.3399999999999999,-0.16,5.3,5.08,5.84,6.0,5.3,3.4,0.0,0.0,0.0
122,1,5.1,4.3,0.32,-0.12,5.3,5.1,6.6,6.459999999999999,5.3,3.38,0.01,0.0,0.0
123,1,5.08,4.32,0.36,-0.14,5.16,5.06,7.359999999999999,6.9,5.86,3.3200000000000003,-0.1,0.0,0.0
124,1,5.0200000000000005,4.24,0.38,-0.14,5.3,5.08,7.12,7.1,5.8,3.31,-0.027,0.0,0.0
125,1,5.06,4.34,0.32,-0.1,5.3,5.04,6.74,7.0,5.66,3.37,-0.013,0.0,0.0
126,1,5.04,4.36,0.34,-0.12,5.26,5.08,6.42,6.720000000000001,5.5600000000000005,3.33,-0.008,0.0,0.0
127,1,5.0600000000000005,4.28,0.32,-0.1,5.16,5.14,5.619999999999999,5.7,5.44,3.41,0.0,0.0,0.0
128,1,5.0600000000000005,4.32,0.36,-0.12,5.32,5.04,5.7,5.76,5.3,3.4200000000000004,0.0,0.0,0.0
129,1,5.0,4.4,0.3,-0.1,5.36,5.08,5.8,6.0200000000000005,5.4,3.35,0.0,0.0,0.0
130,1,5.0600000000000005,4.36,0.36,-0.08,5.16,5.04,7.2,6.640000000000001,5.82,3.3200000000000003,0.0,0.0,0.0
131,1,5.0600000000000005,4.34,0.3399999999999999,-0.12,5.26,5.1,7.26,7.359999999999999,5.9,3.39,0.007,0.0,0.0
132,1,4.98,4.34,0.3,-0.1,5.4,5.0200000000000005,7.12,7.32,5.68,3.38,-0.015,0.0,0.0
133,1,4.98,4.6,0.32,-0.18,5.34,5.1,6.88,6.859999999999999,5.6,3.34,-0.031,0.0,0.0
134,1,5.04,4.36,0.38,-0.1,5.2,5.12,5.92,5.5600000000000005,5.36,3.44,-0.016,0.0,0.0
135,1,5.0600000000000005,4.32,0.32,-0.14,5.3,5.06,5.54,5.279999999999999,5.34,3.37,-0.009,0.0,0.0
136,1,4.9,4.34,0.32,-0.08,5.4,5.04,5.46,5.5,5.34,3.3600000000000003,-0.003,0.0,0.0
137,1,4.94,4.54,0.3399999999999999,-0.12,5.24,5.04,5.68,5.46,5.5200000000000005,3.34,0.006,0.0,0.0
138,1,5.0,4.380000000000001,0.3,-0.1,5.24,5.14,6.959999999999999,6.58,5.9,3.43,-0.089,0.0,0.0
139,1,5.1,4.380000000000001,0.3399999999999999,-0.1,5.36,5.0600000000000005,7.24,7.12,5.86,3.41,-0.013,0.0,0.0
140,1,5.08,4.5200000000000005,0.32,-0.12,5.380000000000001,5.04,7.12,7.140000000000001,5.5,3.4,0.0,0.0,0.0
141,1,5.0600000000000005,4.32,0.34,-0.12,5.16,5.04,6.34,6.5,5.42,3.34,0.0,0.0,0.0
142,1,5.0,4.34,0.3399999999999999,-0.1,5.279999999999999,5.06,5.92,5.92,5.34,3.37,0.006,0.0,0.0
143,1,4.933333333333334,4.333333333333333,0.3333333333333333,-0.1333333333333333,5.366666666666667,5.033333333333333,5.6000000000000005,5.7,5.3,3.4333333333333336,0.018,0.0,0.0
144,1,4.95,4.4,0.35,-0.05,5.4,5.1,5.5,5.35,5.4,3.325,0.014,0.0,0.0
145,1,5.0200000000000005,4.5200000000000005,0.3399999999999999,-0.1,5.2,5.08,5.76,5.9,5.74,3.31,0.017,0.0,0.0
146,1,4.96,4.380000000000001,0.32,-0.1,5.220000000000001,5.08,6.74,6.82,5.9,3.29,0.011,0.0,0.0
147,1,4.88,4.36,0.32,-0.1,5.36,5.04,7.540000000000001,7.44,5.779999999999999,3.35,0.005,0.0,0.0
148,1,4.96,4.52,0.3399999999999999,-0.1,5.4,5.0200000000000005,7.82,7.459999999999999,5.6,3.33,0.003,0.0,0.0
149,1,4.96,4.44,0.32,-0.12,5.220000000000001,5.04,7.479999999999999,7.340000000000001,5.42,3.2700000000000005,0.0,0.0,0.0
150,2,4.9,4.366666666666667,0.3333333333333333,-0.1,5.2,5.0,7.033333333333334,6.9,5.3,3.4,0.0,0.0,0.0
151,2,4.9,4.35,0.4,-0.1,5.35,5.0,6.8,6.7,5.3,3.425,0.0,0.0,0.0
152,1,5.04,4.4,0.3399999999999999,-0.1,5.36,5.06,6.18,6.840000000000001,5.44,3.28,0.0,0.0,0.0
153,2,4.933333333333334,4.566666666666666,0.3,-0.0666666666666666,5.400000000000001,5.1,5.7,6.633333333333333,5.633333333333333,3.3000000000000003,0.0,0.0,0.0
154,2,4.9,4.6,0.4,-0.15,5.4,5.1,5.5,5.55,5.75,3.275,0.0,0.0,0.0
155,2,4.966666666666667,4.6,0.3333333333333333,-0.1,5.3,5.033333333333333,5.633333333333333,5.166666666666667,5.8,3.35,0.0,0.0,0.0
156,2,4.95,4.6,0.35,-0.1,5.2,5.05,5.75,5.1,5.65,3.3,0.0,0.0,0.0
157,2,4.833333333333333,4.4,0.3666666666666667,-0.0666666666666666,5.2,5.1,5.8,5.333333333333333,5.833333333333333,3.2999999999999994,0.0,0.0,0.0
158,2,4.95,4.3,0.35,-0.1,5.2,5.1,5.800000000000001,5.65,5.9,3.3,0.0,0.0,0.0
159,1,4.94,4.36,0.3399999999999999,-0.08,5.32,5.06,6.24,6.220000000000001,5.9,3.3200000000000003,0.0,0.0,0.0
160,2,4.933333333333334,4.4,0.3,-0.1333333333333333,5.433333333333334,5.066666666666666,6.733333333333333,7.033333333333334,5.633333333333333,3.2999999999999994,0.023,0.0,0.0
161,2,4.95,4.6,0.35,-0.1,5.5,5.05,7.1,7.4,5.55,3.2750000000000004,0.019,0.0,0.0
162,2,4.966666666666666,4.566666666666666,0.3,-0.0666666666666666,5.366666666666667,5.033333333333333,7.3,7.6,5.466666666666666,3.3000000000000003,-0.005,0.0,0.0
163,2,5.0,4.6,0.35,-0.1,5.3,5.0,7.35,7.9,5.35,3.325,-0.009,0.0,0.0
164,2,5.066666666666666,4.6,0.3666666666666667,-0.1,5.233333333333333,5.066666666666666,7.3,7.8,5.533333333333334,3.2999999999999994,-0.005,0.0,0.0
165,2,4.9,4.5,0.35,-0.1,5.2,5.05,7.3,7.6,5.35,3.25,-0.004,0.0,0.0
166,2,5.0,4.4,0.3,-0.1333333333333333,5.233333333333333,5.133333333333333,7.1000000000000005,7.466666666666666,5.3,3.233333333333333,-0.007,0.0,0.0
167,2,5.0,4.4,0.3,-0.1,5.3,5.1,6.9,7.65,5.3,3.375,0.0,0.0,0.0
168,1,4.98,4.380000000000001,0.3399999999999999,-0.08,5.4,5.0200000000000005,6.659999999999999,7.220000000000001,5.3,3.31,0.004,0.0,0.0
169,2,4.966666666666667,4.566666666666666,0.3666666666666667,-0.1333333333333333,5.400000000000001,5.033333333333333,6.166666666666667,6.7,5.566666666666666,3.266666666666667,0.008,0.0,0.0
170,2,4.95,4.6,0.35,-0.1,5.4,5.0,5.95,6.300000000000001,5.55,3.3,0.0,0.0,0.0
171,2,4.933333333333334,4.566666666666666,0.3333333333333333,-0.1,5.333333333333333,5.1000000000000005,5.766666666666667,6.033333333333334,5.766666666666667,3.283333333333333,0.0,0.0,0.0
172,2,4.95,4.55,0.3,-0.1,5.25,5.1,5.55,5.85,5.65,3.275,-0.007,0.0,0.0
173,2,4.933333333333334,4.366666666666666,0.3,-0.1,5.2,5.033333333333333,5.533333333333334,5.7,5.833333333333333,3.2999999999999994,-0.009,0.0,0.0
174,2,4.8,4.3,0.3,-0.1,5.2,5.05,5.55,5.9,5.9,3.35,0.0,0.0,0.0
175,1,4.86,4.34,0.3,-0.14,5.32,5.0,5.64,6.0200000000000005,5.9,3.39,0.0,0.0,0.0
176,2,4.966666666666667,4.366666666666667,0.3333333333333333,-0.0666666666666666,5.400000000000001,5.066666666666666,6.033333333333334,6.6000000000000005,5.766666666666667,3.3666666666666667,0.017,0.0,0.0
177,2,5.05,4.55,0.35,-0.1,5.5,5.05,6.4,6.85,5.65,3.375,0.02,0.0,0.0
178,2,5.066666666666666,4.6,0.3,-0.1333333333333333,5.533333333333334,5.033333333333333,6.766666666666667,7.266666666666667,5.6000000000000005,3.35,0.016,0.0,0.0
179,2,5.05,4.5,0.35,-0.05,5.4,5.1,6.9,7.65,5.4,3.4,0.012,0.0,0.0
180,2,4.966666666666667,4.566666666666666,0.3333333333333333,-0.1,5.3,5.0,7.1000000000000005,7.733333333333333,5.533333333333334,3.35,0.0,0.0,0.0
181,2,5.0,4.6,0.35,-0.1,5.3,5.1,7.6,7.9,5.45,3.325,-0.004,0.0,0.0
182,1,4.98,4.38,0.36,-0.12,5.34,4.94,7.08,7.58,5.5200000000000005,3.37,-0.008,0.0,0.0
183,2,4.633333333333334,4.4,0.3333333333333333,-0.1,5.466666666666666,5.066666666666666,5.766666666666667,6.366666666666667,5.5,3.216666666666667,0.005,0.0,0.0
184,2,5.05,4.6,0.4,-0.1,5.3,5.0,4.95,5.6,5.45,3.425,0.015,0.0,0.0
185,2,4.966666666666666,4.6,0.3333333333333333,-0.1333333333333333,5.233333333333333,5.2,4.833333333333333,5.333333333333333,5.766666666666667,3.35,0.02,0.0,0.0
186,2,4.9,4.4,0.4,-0.1,5.4,5.15,4.95,5.6,5.9,3.425,0.011,0.0,0.0
187,2,4.933333333333334,4.4,0.3,-0.1666666666666666,5.5,5.133333333333333,5.2,6.166666666666667,5.733333333333333,3.333333333333333,-0.004,0.0,0.0
188,2,4.95,4.6,0.4,-0.1,5.35,5.2,5.35,6.85,5.4,3.35,-0.013,0.0,0.0
189,1,4.92,4.48,0.3399999999999999,-0.12,5.279999999999999,5.24,5.38,7.140000000000001,5.46,3.3600000000000003,-0.015,0.0,0.0
190,2,4.866666666666667,4.433333333333334,0.3666666666666667,-0.1,5.4,5.266666666666667,5.066666666666666,6.866666666666667,5.466666666666666,3.3166666666666664,-0.005,0.0,0.0
191,2,5.0,4.55,0.3,-0.15,5.35,5.2,4.65,6.15,5.75,3.35,0.005,0.0,0.0
192,2,5.033333333333333,4.566666666666666,0.3333333333333333,-0.1,5.2,5.2,4.7,5.8,5.633333333333333,3.2999999999999994,0.015,0.0,0.0
193,2,4.9,4.3,0.35,-0.1,5.35,5.2,4.4,5.449999999999999,5.8,3.325,0.016,0.0,0.0
194,2,4.866666666666666,4.3,0.3333333333333333,-0.1,5.466666666666666,5.2,4.666666666666667,5.633333333333333,5.733333333333333,3.333333333333333,0.013,0.0,0.0
195,2,4.95,4.45,0.4,-0.15,5.35,5.2,5.25,6.25,5.4,3.35,0.0,0.0,0.0
196,2,4.933333333333334,4.6,0.3333333333333333,-0.0666666666666666,5.3,5.2,5.566666666666666,6.866666666666667,5.5,3.3166666666666664,0.0,0.0,0.0
197,2,4.95,4.45,0.3,-0.1,5.3,5.15,5.8,7.35,5.4,3.35,-0.005,0.0,0.0
198,1,4.9,4.44,0.3399999999999999,-0.12,5.42,5.16,5.64,7.08,5.44,3.31,-0.004,0.0,0.0
199,2,4.933333333333334,4.6,0.3333333333333333,-0.1333333333333333,5.3,5.066666666666666,5.133333333333333,6.233333333333333,5.666666666666667,3.283333333333333,0.0,0.0,0.0
200,2,5.0,4.5,0.4,-0.1,5.3,5.05,4.95,5.75,5.85,3.35,-0.007,0.0,0.0
201,2,4.866666666666667,4.366666666666667,0.3333333333333333,-0.1666666666666666,5.466666666666666,5.033333333333333,5.133333333333334,5.599999999999999,5.8,3.333333333333333,-0.011,0.0,0.0
202,2,4.9,4.35,0.35,-0.1,5.35,5.05,5.45,5.9,5.6,3.275,0.0,0.0,0.0
203,2,4.933333333333334,4.6,0.3666666666666667,-0.1333333333333333,5.3,5.033333333333333,5.933333333333334,6.6000000000000005,5.566666666666666,3.283333333333333,0.0,0.0,0.0
204,2,5.0,4.5,0.35,-0.1,5.3,5.05,6.75,7.45,5.35,3.375,-0.003,0.0,0.0
205,1,4.86,4.42,0.36,-0.14,5.46,5.08,7.040000000000001,7.58,5.38,3.3200000000000003,-0.014,0.0,0.0
206,2,5.1000000000000005,4.533333333333333,0.4000000000000001,-0.0333333333333333,5.333333333333333,5.0,6.5,7.066666666666666,5.7,3.3000000000000003,-0.011,0.0,0.0
207,2,5.0,4.55,0.35,-0.1,5.3,5.05,5.85,6.35,5.85,3.3,-0.008,0.0,0.0
208,2,4.966666666666667,4.333333333333333,0.3333333333333333,-0.1,5.466666666666666,5.0,5.566666666666666,6.2,5.866666666666667,3.3166666666666664,0.0,0.0,0.0
209,2,4.800000000000001,4.35,0.4,-0.1,5.45,4.95,5.5,5.95,5.6,3.25,0.01,0.0,0.0
210,2,4.966666666666667,4.666666666666667,0.3,-0.1666666666666666,5.366666666666667,4.966666666666667,5.433333333333334,6.266666666666667,5.5,3.266666666666667,0.013,0.0,0.0
211,2,5.0,4.55,0.4,-0.05,5.3,4.95,5.9,7.1,5.55,3.275,0.01,0.0,0.0
212,1,4.88,4.4,0.36,-0.1,5.4,4.98,6.9,7.8,5.42,3.28,0.0,0.0,0.0
213,2,4.966666666666667,4.6,0.4000000000000001,-0.0333333333333333,5.433333333333334,4.966666666666667,6.933333333333334,7.399999999999999,5.7,3.283333333333333,-0.016,0.0,0.0
214,2,4.7,4.6,0.4,-0.1,5.3,4.95,6.449999999999999,7.0,5.8,3.25,-0.011,0.0,0.0
215,2,4.966666666666666,4.5,0.3666666666666667,-0.0666666666666666,5.4,5.0,5.9,6.433333333333334,5.766666666666667,3.283333333333333,-0.003,0.0,0.0
216,2,4.9,4.45,0.35,-0.15,5.5,4.95,5.6,6.199999999999999,5.6,3.225,0.01,0.0,0.0
217,2,4.9,4.6,0.3333333333333333,-0.1,5.433333333333334,4.933333333333334,5.266666666666667,6.0,5.533333333333334,3.266666666666667,0.0,0.0,0.0
218,2,5.05,4.6,0.35,-0.1,5.4,4.9,5.55,6.35,5.5,3.275,-0.006,0.0,0.0
219,1,4.94,4.5,0.3399999999999999,-0.1,5.42,4.96,6.58,7.1,5.46,3.26,-0.01,0.0,0.0
220,2,4.966666666666667,4.566666666666666,0.3333333333333333,-0.1,5.466666666666666,4.9,7.2,7.466666666666666,5.599999999999999,3.3000000000000003,-0.005,0.0,0.0
221,2,5.050000000000001,4.55,0.35,-0.15,5.4,5.0,6.9,7.25,5.8,3.275,-0.021,0.0,0.0
222,2,5.033333333333333,4.6,0.3,-0.2,5.433333333333334,4.933333333333334,6.533333333333334,6.966666666666666,5.8,3.283333333333333,-0.007,0.0,0.0
223,2,4.85,4.6,0.35,-0.15,5.55,5.0,6.15,6.65,5.6,3.25,0.0,0.0,0.0
224,2,4.966666666666667,4.6,0.4000000000000001,-0.1333333333333333,5.466666666666666,4.933333333333334,5.633333333333333,6.033333333333334,5.533333333333334,3.266666666666667,0.009,0.0,0.0
225,2,5.0,4.6,0.35,-0.1,5.35,4.85,5.35,5.85,5.35,3.25,0.01,0.0,0.0
226,1,5.0,4.56,0.32,-0.1,5.42,4.92,5.8,6.5200000000000005,5.42,3.28,0.004,0.0,0.0
227,2,4.833333333333333,4.566666666666666,0.3333333333333333,-0.1,5.433333333333334,4.866666666666667,6.866666666666667,7.6,5.633333333333333,3.283333333333333,0.009,0.0,0.0
228,2,5.0,4.6,0.35,-0.1,5.4,4.9,6.95,7.7,5.8,3.225,-0.003,0.0,0.0
229,2,5.033333333333333,4.6,0.4000000000000001,-0.1,5.400000000000001,4.9,6.833333333333333,7.333333333333333,5.866666666666667,3.3166666666666664,-0.01,0.0,0.0
230,2,4.95,4.6,0.3,-0.15,5.5,4.9,6.4,7.050000000000001,5.5,3.25,-0.011,0.0,0.0
231,2,4.833333333333333,4.6,0.3333333333333333,-0.1,5.5,4.9,6.066666666666666,6.333333333333333,5.566666666666666,3.233333333333333,-0.006,0.0,0.0
232,2,5.0,4.6,0.4,-0.1,5.4,4.9,5.6,5.65,5.35,3.25,0.0,0.0,0.0
233,2,5.1000000000000005,4.6,0.3333333333333333,-0.1,5.333333333333333,4.866666666666667,5.5,5.433333333333334,5.3,3.266666666666667,0.01,0.0,0.0
234,2,4.9,4.55,0.35,-0.1,5.5,4.9,5.65,6.050000000000001,5.5,3.2,0.013,0.0,0.0
235,1,4.96,4.68,0.32,-0.16,5.46,4.9,6.659999999999999,7.24,5.720000000000001,3.2700000000000005,0.004,0.0,0.0
236,2,5.066666666666666,4.733333333333333,0.3,-0.1666666666666666,5.366666666666667,4.866666666666667,7.2,7.5,5.833333333333333,3.266666666666667,-0.011,0.0,0.0
237,2,5.05,4.6,0.35,-0.1,5.4,4.9,6.95,7.25,5.65,3.3,-0.016,0.0,0.0
238,2,4.9,4.566666666666666,0.3666666666666667,-0.1333333333333333,5.566666666666666,4.9,6.5,6.833333333333333,5.633333333333333,3.283333333333333,-0.009,0.0,0.0
239,2,5.0,4.6,0.35,-0.1,5.45,4.9,6.0,6.15,5.4,3.2,0.0,0.0,0.0
240,2,5.0,4.699999999999999,0.4,-0.1,5.35,5.0,5.699999999999999,5.8,5.3,3.3,0.012,0.0,0.0
241,2,5.1,4.55,0.35,-0.1,5.45,4.9,5.55,5.7,5.449999999999999,3.25,0.018,0.0,0.0
242,1,5.1,4.5,0.3,-0.1,5.6,4.9,5.6,6.0,5.4,3.25,0.01,0.0,0.0
243,2,4.866666666666667,4.5,0.4000000000000001,-0.1666666666666666,5.599999999999999,4.866666666666667,5.766666666666667,6.633333333333333,5.666666666666667,3.283333333333333,0.009,0.0,0.0
244,2,4.9,4.699999999999999,0.4,-0.1,5.4,4.9,6.55,7.4,5.8,3.225,0.007,0.0,0.0
245,2,5.0,4.733333333333333,0.3333333333333333,-0.1,5.400000000000001,4.933333333333334,7.166666666666667,7.866666666666667,5.866666666666667,3.3000000000000003,0.006,0.0,0.0
246,2,5.1,4.6,0.3,-0.15,5.4,4.95,7.2,7.699999999999999,5.7,3.225,0.005,0.0,0.0
247,2,4.9,4.6,0.3,-0.1333333333333333,5.566666666666666,4.866666666666667,5.966666666666666,6.9,5.5,3.233333333333333,0.0,0.0,0.0
248,2,4.95,4.8,0.35,-0.15,5.45,4.9,5.050000000000001,6.6,5.35,3.225,0.006,0.0,0.0
249,1,5.08,4.64,0.3,-0.18,5.46,4.880000000000001,4.720000000000001,5.8,5.359999999999999,3.28,0.006,0.0,0.0
250,2,4.966666666666667,4.566666666666666,0.3333333333333333,-0.1,5.599999999999999,4.9,4.666666666666667,5.333333333333333,5.599999999999999,3.25,0.0,0.0,0.0
251,2,5.0,4.6,0.35,-0.15,5.5,4.9,4.95,5.699999999999999,5.75,3.25,0.0,0.0,0.0
252,2,5.0,4.733333333333333,0.3666666666666667,-0.1333333333333333,5.433333333333334,4.9,5.466666666666666,6.5,5.8,3.3000000000000003,-0.004,0.0,0.0
253,2,5.05,4.6,0.35,-0.1,5.45,4.9,6.6,7.15,5.7,3.225,-0.004,0.0,0.0
254,2,4.866666666666667,4.6,0.4000000000000001,-0.1333333333333333,5.599999999999999,4.866666666666667,7.066666666666666,7.233333333333333,5.6000000000000005,3.266666666666667,0.005,0.0,0.0
255,2,4.95,4.5,0.4,-0.2,5.5,4.85,7.1,7.2,5.4,3.25,0.0,0.0,0.0
256,2,4.966666666666667,4.8,0.3333333333333333,-0.1,5.366666666666667,4.866666666666667,6.8,7.033333333333334,5.3,3.283333333333333,0.007,0.0,0.0
257,2,5.0,4.6,0.35,0.0,5.35,4.9,6.4,6.45,5.3,3.275,0.011,0.0,0.0
258,1,4.96,4.6,0.38,-0.1,5.54,4.9,5.779999999999999,5.96,5.68,3.26,0.008,0.0,0.0
259,2,4.966666666666667,4.766666666666667,0.3666666666666667,-0.1,5.400000000000001,4.833333333333333,5.933333333333334,6.5,5.900000000000001,3.25,0.015,0.0,0.0
260,2,5.0,4.6,0.4,0.0,5.45,4.9,6.75,7.449999999999999,5.45,3.35,0.015,0.0,0.0
261,2,5.033333333333333,4.566666666666666,0.3666666666666667,-0.1333333333333333,5.633333333333333,4.866666666666667,7.333333333333333,7.8,5.6000000000000005,3.266666666666667,0.0,0.0,0.0
262,2,4.95,4.55,0.35,-0.15,5.6,4.85,7.45,7.65,5.35,3.275,-0.004,0.0,0.0
263,2,5.0,4.8,0.3,-0.1,5.466666666666666,4.866666666666667,7.266666666666667,7.366666666666667,5.3,3.233333333333333,-0.01,0.0,0.0
264,2,4.95,4.75,0.35,-0.15,5.45,4.9,6.7,6.9,5.5,3.25,0.0,0.0,0.0
265,1,4.98,4.619999999999999,0.32,-0.12,5.58,4.9,5.96,6.04,5.68,3.28,0.0,0.0,0.0
266,2,5.0,4.8,0.3666666666666667,-0.0666666666666666,5.5,4.9,5.633333333333333,5.933333333333334,5.833333333333333,3.233333333333333,0.006,0.0,0.0
267,2,5.1,4.65,0.4,-0.15,5.5,4.9,5.95,6.300000000000001,5.65,3.275,0.004,0.0,0.0
