Day,Time,Minute,Second,Speed[rpm],Pattern_X [Pixel], Pattern_Y [Pixel], Film_X [Pixel], Film_Y [Pixel],Film_Result_X [mm], Film_Result_Y [mm],Zoom_1st_X [Pixel], Zoom_1st_Y [Pixel], Zoom_Curr_X [Pixel], Zoom_Curr_Y [Pixel],Normal_1st_X [Pixel], Normal_1st_Y [Pixel], Normal_Curr_X [Pixel], Normal_Curr_Y [Pixel],Zoom_Result_X [mm], Zoom_Result_Y [mm], Film_Result_X [mm], Film_Result_Y [mm],FileName
08,18,45,41,0.0,627.593,250.398,495.926,465.664,-0.041,-0.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,41,0.0,619.153,249.694,491.326,456.949,-0.020,-0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,42,0.0,613.906,248.402,486.853,455.142,-0.019,-0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,42,0.0,609.481,249.685,482.530,451.090,-0.017,-0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,43,0.0,605.004,248.247,477.944,450.538,-0.019,-0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,43,0.0,0.000,0.000,473.980,449.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,44,0.0,600.045,247.784,468.511,451.410,-0.039,-0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,45,0.0,596.461,246.750,462.608,453.230,-0.050,-0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,45,0.0,584.026,232.913,455.061,442.076,-0.024,-0.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,46,0.0,577.712,243.055,446.143,451.327,-0.037,-0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,46,0.0,570.508,242.642,439.019,453.646,-0.036,-0.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,47,0.0,563.476,243.366,433.346,456.212,-0.031,-0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,47,0.0,554.990,245.927,429.804,466.533,-0.010,-0.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,48,0.0,0.000,0.000,426.733,483.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,49,0.0,552.677,266.712,423.358,491.833,-0.027,-0.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,49,0.0,549.077,267.375,420.777,493.041,-0.024,-0.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,50,0.0,544.424,268.785,416.401,496.311,-0.021,-0.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,50,0.0,539.817,269.413,411.943,494.031,-0.023,-0.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,51,0.0,530.208,425.568,410.008,499.511,0.018,0.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,51,0.0,531.787,207.502,409.489,497.798,0.006,-0.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,52,0.0,533.218,188.391,410.119,500.150,0.004,-0.694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,53,0.0,0.000,0.000,409.408,503.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,53,0.0,0.000,0.000,409.495,503.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,54,0.0,537.777,253.185,408.511,505.061,-0.028,-0.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,54,0.0,534.249,262.108,406.246,500.381,-0.020,-0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,55,0.0,530.741,267.060,402.367,496.814,-0.023,-0.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,55,0.0,525.732,269.142,398.762,497.126,-0.018,-0.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,56,0.0,522.044,267.037,397.209,493.109,-0.005,-0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,57,0.0,518.260,274.662,398.193,503.850,0.018,-0.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,57,0.0,517.610,273.140,399.171,501.888,0.026,-0.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,58,0.0,525.882,276.278,400.588,503.727,-0.009,-0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,58,0.0,527.253,280.838,401.602,505.962,-0.011,-0.274,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,59,0.0,524.665,279.391,401.122,507.826,0.000,-0.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,45,59,0.0,522.786,277.614,400.627,501.596,0.006,-0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,46,00,0.0,521.495,270.969,401.015,494.484,0.017,-0.269,423.406,550.669,407.108,278.928,0.000,0.000,0.000,0.000,-0.127,-2.120,0.000,0.000,
08,18,46,01,0.0,524.782,274.510,402.641,494.835,0.006,-0.252,425.063,551.438,409.800,281.598,0.000,0.000,0.000,0.000,-0.119,-2.105,0.000,0.000,
08,18,46,01,0.0,526.102,276.703,404.853,499.115,0.009,-0.265,425.060,554.502,411.197,285.393,0.000,0.000,0.000,0.000,-0.108,-2.099,0.000,0.000,
08,18,46,02,0.0,0.000,0.000,406.948,498.381,0.000,0.000,423.452,555.150,403.693,286.029,0.000,0.000,0.000,0.000,-0.154,-2.099,0.000,0.000,
08,18,46,02,0.0,530.612,277.284,408.336,497.421,0.007,-0.253,422.612,552.407,405.232,283.908,0.000,0.000,0.000,0.000,-0.136,-2.094,0.000,0.000,
08,18,46,03,0.0,531.967,269.842,409.705,486.961,0.005,-0.236,422.301,547.457,405.481,276.837,0.000,0.000,0.000,0.000,-0.131,-2.111,0.000,0.000,
08,18,46,03,0.0,0.000,0.000,0.000,0.000,0.000,0.000,422.543,550.766,405.544,278.116,0.000,0.000,0.000,0.000,-0.133,-2.127,0.000,0.000,
08,18,46,04,0.0,0.000,0.000,0.000,0.000,0.000,0.000,421.541,548.134,405.392,274.398,0.000,0.000,0.000,0.000,-0.126,-2.135,0.000,0.000,
08,18,46,04,0.0,0.000,0.000,0.000,0.000,0.000,0.000,421.413,549.000,405.177,279.363,0.000,0.000,0.000,0.000,-0.127,-2.103,0.000,0.000,
08,18,46,05,0.0,0.000,0.000,0.000,0.000,0.000,0.000,421.673,550.165,405.769,283.283,0.000,0.000,0.000,0.000,-0.124,-2.082,0.000,0.000,
08,18,46,06,0.0,0.000,0.000,0.000,0.000,0.000,0.000,419.814,550.133,403.547,284.266,0.000,0.000,0.000,0.000,-0.127,-2.074,0.000,0.000,
08,18,46,06,0.0,0.000,0.000,0.000,0.000,0.000,0.000,418.904,550.282,401.909,285.470,0.000,0.000,0.000,0.000,-0.133,-2.066,0.000,0.000,
08,18,46,07,0.0,0.000,0.000,0.000,0.000,0.000,0.000,418.054,550.977,401.461,286.811,0.000,0.000,0.000,0.000,-0.129,-2.060,0.000,0.000,
08,18,46,07,0.0,0.000,0.000,0.000,0.000,0.000,0.000,418.270,549.011,401.882,282.423,0.000,0.000,0.000,0.000,-0.128,-2.079,0.000,0.000,
08,18,46,08,0.0,0.000,0.000,0.000,0.000,0.000,0.000,413.489,558.076,399.421,89.890,0.000,0.000,0.000,0.000,-0.110,-3.652,0.000,0.000,
08,18,46,44,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,46,45,0.0,0.000,0.000,483.050,454.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,46,45,0.0,0.000,0.000,481.155,457.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
08,18,46,46,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
