Date : 2022/09/06 (TUE)
Time : 11:48:40
         UnWinder        OutFeeder 1        OutFeeder 2  
     X        Y         X        Y         X        Y    
  120.00     5.70    120.00     3.70    120.00     3.20  
  121.00     5.70    121.00     3.60    121.00     3.20  
  122.00     5.70    122.00     3.70    122.00     3.30  
  123.00     5.70    123.00     3.70    123.00     3.20  
  124.00     5.70    124.00     3.70    124.00     3.20  
  125.00     5.70    125.00     3.70    125.00     3.20  
  126.00     5.70    126.00     3.70    126.00     3.20  
  127.00     5.70    127.00     3.70    127.00     3.20  
  128.00     5.70    128.00     3.60    128.00     3.30  
  129.00     5.70    129.00     3.70    129.00     3.20  
  130.00     5.70    130.00     3.70    130.00     3.30  
  131.00     5.70    131.00     3.60    131.00     3.20  
  132.00     5.70    132.00     3.70    132.00     3.20  
  133.00     5.70    133.00     3.70    133.00     3.20  
  134.00     5.70    134.00     3.70    134.00     3.20  
  135.00     5.70    135.00     3.60    135.00     3.20  
  136.00     5.70    136.00     3.70    136.00     3.20  
  137.00     5.70    137.00     3.60    137.00     3.20  
  138.00     5.70    138.00     3.60    138.00     3.20  
  139.00     5.70    139.00     3.70    139.00     3.20  
  140.00     5.70    140.00     3.70    140.00     3.20  
  141.00     5.70    141.00     3.70    141.00     3.20  
  142.00     5.70    142.00     3.70    142.00     3.20  
  143.00     5.70    143.00     3.70    143.00     3.20  
  144.00     5.70    144.00     3.70    144.00     3.30  
  145.00     5.70    145.00     3.60    145.00     3.20  
  146.00     5.70    146.00     3.70    146.00     3.30  
  147.00     5.70    147.00     3.60    147.00     3.20  
  148.00     5.70    148.00     3.60    148.00     3.20  
  149.00     5.70    149.00     3.60    149.00     3.20  
  150.00     5.70    150.00     3.60    150.00     3.20  
  151.00     5.70    151.00     3.60    151.00     3.20  
  152.00     5.70    152.00     3.70    152.00     3.30  
  153.00     5.60    153.00     3.60    153.00     3.20  
  154.00     5.60    154.00     3.70    154.00     3.20  
  155.00     5.60    155.00     3.60    155.00     3.10  
  156.00     5.60    156.00     3.70    156.00     3.20  
  157.00     5.70    157.00     3.60    157.00     3.30  
  158.00     5.70    158.00     3.60    158.00     3.30  
  159.00     5.70    159.00     3.70    159.00     3.30  
  160.00     5.70    160.00     3.70    160.00     3.20  
  161.00     5.60    161.00     3.70    161.00     3.20  
  162.00     5.70    162.00     3.70    162.00     3.20  
  163.00     5.60    163.00     3.70    163.00     3.20  
  164.00     5.60    164.00     3.70    164.00     3.20  
  165.00     5.60    165.00     3.60    165.00     3.30  
  166.00     5.70    166.00     3.70    166.00     3.20  
  167.00     5.70    167.00     3.70    167.00     3.20  
  168.00     5.70    168.00     3.70    168.00     3.20  
  169.00     5.60    169.00     3.70    169.00     3.20  
  170.00     5.70    170.00     3.60    170.00     3.20  
  171.00     5.70    171.00     3.70    171.00     3.30  
  172.00     5.60    172.00     3.70    172.00     3.20  
  173.00     5.70    173.00     3.70    173.00     3.20  
  174.00     5.70    174.00     3.70    174.00     3.20  
  175.00     5.60    175.00     3.70    175.00     3.20  
  176.00     5.70    176.00     3.70    176.00     3.20  
  177.00     5.70    177.00     3.70    177.00     3.20  
  178.00     5.70    178.00     3.70    178.00     3.20  
  179.00     5.60    179.00     3.70    179.00     3.30  
  180.00     5.60    180.00     3.70    180.00     3.20  
  181.00     5.60    181.00     3.70    181.00     3.20  
  182.00     5.70    182.00     3.70    182.00     3.30  
  183.00     5.60    183.00     3.60    183.00     3.30  
  184.00     5.60    184.00     3.60    184.00     3.20  
  185.00     5.70    185.00     3.60    185.00     3.20  
  186.00     5.60    186.00     3.70    186.00     3.20  
  187.00     5.70    187.00     3.70    187.00     3.20  
  188.00     5.60    188.00     3.60    188.00     3.20  
  189.00     5.60    189.00     3.70    189.00     3.20  
  190.00     5.70    190.00     3.60    190.00     3.10  
  191.00     5.70    191.00     3.70    191.00     3.10  
  192.00     5.60    192.00     3.70    192.00     3.10  
  193.00     5.70    193.00     3.70    193.00     3.10  
  194.00     5.60    194.00     3.70    194.00     3.10  
  195.00     5.60    195.00     3.70    195.00     3.10  
  196.00     5.70    196.00     3.70    196.00     3.10  
  197.00     5.60    197.00     3.70    197.00     3.10  
  198.00     5.70    198.00     3.70    198.00     3.10  
  199.00     5.70    199.00     3.70    199.00     3.10  
  200.00     5.60    200.00     3.70    200.00     3.10  
  201.00     5.70    201.00     3.70    201.00     3.10  
  202.00     5.60    202.00     3.70    202.00     3.10  
  203.00     5.70    203.00     3.70    203.00     3.10  
  204.00     5.70    204.00     3.70    204.00     3.10  
  205.00     5.60    205.00     3.70    205.00     3.10  
  206.00     5.70    206.00     3.70    206.00     3.10  
  207.00     5.60    207.00     3.60    207.00     3.10  
  208.00     5.70    208.00     3.70    208.00     3.10  
  209.00     5.70    209.00     3.60    209.00     3.10  
  210.00     5.60    210.00     3.70    210.00     3.20  
  211.00     5.60    211.00     3.70    211.00     3.10  
  212.00     5.60    212.00     3.70    212.00     3.10  
  213.00     5.60    213.00     3.70    213.00     3.10  
  214.00     5.60    214.00     3.70    214.00     3.10  
  215.00     5.60    215.00     3.70    215.00     3.10  
  216.00     5.60    216.00     3.60    216.00     3.10  
  217.00     5.60    217.00     3.60    217.00     3.10  
  218.00     5.60    218.00     3.60    218.00     3.10  
  219.00     5.60    219.00     3.60    219.00     3.10  
  220.00     5.60    220.00     3.60    220.00     3.10  
  221.00     5.60    221.00     3.60    221.00     3.10  
  222.00     5.60    222.00     3.70    222.00     3.10  
  223.00     5.60    223.00     3.70    223.00     3.10  
  224.00     5.60    224.00     3.60    224.00     3.10  
  225.00     5.60    225.00     3.70    225.00     3.10  
  226.00     5.60    226.00     3.80    226.00     3.10  
  227.00     5.60    227.00     3.70    227.00     3.10  
  228.00     5.60    228.00     3.70    228.00     3.10  
  229.00     5.60    229.00     3.70    229.00     3.10  
  230.00     5.60    230.00     3.70    230.00     3.10  
  231.00     5.60    231.00     3.70    231.00     3.10  
  232.00     5.60    232.00     3.60    232.00     3.10  
  233.00     5.60    233.00     3.60    233.00     3.10  
  234.00     5.60    234.00     3.60    234.00     3.10  
  235.00     5.60    235.00     3.60    235.00     3.10  
  236.00     5.60    236.00     3.60    236.00     3.10  
  237.00     5.60    237.00     3.60    237.00     3.10  
  238.00     5.60    238.00     3.60    238.00     3.10  
  239.00     5.70    239.00     3.60    239.00     3.10  
  240.00     5.60    240.00     3.60    240.00     3.10  
  241.00     5.60    241.00     3.60    241.00     3.10  
  242.00     5.60    242.00     3.60    242.00     3.10  
  243.00     5.60    243.00     3.60    243.00     3.10  
  244.00     5.60    244.00     3.60    244.00     3.20  
  245.00     5.60    245.00     3.60    245.00     3.10  
  246.00     5.60    246.00     3.50    246.00     3.10  
  247.00     5.60    247.00     3.60    247.00     3.20  
  248.00     5.60    248.00     3.60    248.00     3.10  
  249.00     5.60    249.00     3.60    249.00     3.10  
  250.00     5.60    250.00     3.60    250.00     3.10  
  251.00     5.60    251.00     3.60    251.00     3.10  
  252.00     5.60    252.00     3.50    252.00     3.10  
  253.00     5.60    253.00     3.60    253.00     3.10  
  254.00     5.60    254.00     3.50    254.00     3.10  
  255.00     5.60    255.00     3.60    255.00     3.10  
  256.00     5.60    256.00     3.60    256.00     3.10  
  257.00     5.60    257.00     3.60    257.00     3.10  
  258.00     5.60    258.00     3.60    258.00     3.20  
  259.00     5.60    259.00     3.60    259.00     3.20  
  260.00     5.60    260.00     3.60    260.00     3.10  
  261.00     5.60    261.00     3.60    261.00     3.10  
  262.00     5.60    262.00     3.60    262.00     3.10  
  263.00     5.60    263.00     3.60    263.00     3.10  
  264.00     5.60    264.00     3.60    264.00     3.10  
  265.00     5.60    265.00     3.60    265.00     3.10  
  266.00     5.60    266.00     3.50    266.00     3.10  
  267.00     5.60    267.00     3.60    267.00     3.10  
