,timestamp,Day,Time,Minute,Second,Speed[rpm],Pattern_X [Pixel], Pattern_Y [Pixel], Film_X [Pixel], Film_Y [Pixel],Film_Result_X [mm], Film_Result_Y [mm],Zoom_1st_X [Pixel], Zoom_1st_Y [Pixel], Zoom_Curr_X [Pixel], Zoom_Curr_Y [Pixel],Normal_1st_X [Pixel], Normal_1st_Y [Pixel], Normal_Curr_X [Pixel], Normal_Curr_Y [Pixel],Zoom_Result_X [mm], Zoom_Result_Y [mm], Film_Result_X [mm], Film_Result_Y [mm].1,FileName
1071,2022-09-13 20:33:56,13,20,33,56,0.0,157.194,489.359,447.978,685.235,0.164,-0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1072,2022-09-13 20:34:06,13,20,34,6,0.0,156.994,227.252,452.248,437.65,0.185,-0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1073,2022-09-13 20:34:11,13,20,34,11,0.0,0.0,0.0,455.846,438.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1074,2022-09-13 20:34:16,13,20,34,16,0.0,0.0,0.0,457.292,432.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1075,2022-09-13 20:34:17,13,20,34,17,0.0,0.0,0.0,457.441,399.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1076,2022-09-13 20:34:18,13,20,34,18,0.0,0.0,0.0,456.587,387.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1077,2022-09-13 20:34:20,13,20,34,20,0.0,0.0,0.0,455.007,376.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1078,2022-09-13 20:34:21,13,20,34,21,0.0,210.306,26.214,453.427,384.096,-0.021,-0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1079,2022-09-13 20:34:22,13,20,34,22,0.0,205.178,157.27,454.155,387.776,0.003,-0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1080,2022-09-13 20:34:24,13,20,34,24,0.0,206.591,158.032,457.399,387.173,0.009,-0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1081,2022-09-13 20:34:25,13,20,34,25,0.0,208.318,148.653,459.71,383.911,0.011,-0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1082,2022-09-13 20:34:26,13,20,34,26,0.0,211.755,132.8,461.268,374.805,0.005,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1083,2022-09-13 20:34:27,13,20,34,27,0.0,212.251,118.809,460.44,365.274,0.0,-0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1084,2022-09-13 20:34:29,13,20,34,29,0.0,213.218,118.794,459.516,369.458,-0.009,-0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1085,2022-09-13 20:34:30,13,20,34,30,0.0,210.353,123.721,456.996,367.144,-0.009,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1086,2022-09-13 20:34:31,13,20,34,31,0.0,206.754,127.928,454.228,369.83,0.0,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1087,2022-09-13 20:34:33,13,20,34,33,0.0,208.761,133.901,452.26,375.484,-0.019,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1088,2022-09-13 20:34:34,13,20,34,34,0.0,204.291,130.747,451.92,379.612,-0.005,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1089,2022-09-13 20:34:35,13,20,34,35,0.0,204.078,133.16,450.63,384.11,-0.008,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1090,2022-09-13 20:34:36,13,20,34,36,0.0,203.776,121.055,449.145,372.478,-0.011,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1091,2022-09-13 20:34:38,13,20,34,38,0.0,201.474,112.808,446.644,365.933,-0.014,-0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1092,2022-09-13 20:34:39,13,20,34,39,0.0,198.271,109.731,443.296,364.103,-0.013,-0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1093,2022-09-13 20:34:40,13,20,34,40,0.0,194.112,117.13,438.734,363.246,-0.016,-0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1094,2022-09-13 20:34:42,13,20,34,42,0.0,189.959,131.095,434.099,378.476,-0.016,-0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
