,timestamp,Day,Time,Minute,Second,Speed[rpm],Pattern_X [Pixel], Pattern_Y [Pixel], Film_X [Pixel], Film_Y [Pixel],Film_Result_X [mm], Film_Result_Y [mm],Zoom_1st_X [Pixel], Zoom_1st_Y [Pixel], Zoom_Curr_X [Pixel], Zoom_Curr_Y [Pixel],Normal_1st_X [Pixel], Normal_1st_Y [Pixel], Normal_Curr_X [Pixel], Normal_Curr_Y [Pixel],Zoom_Result_X [mm], Zoom_Result_Y [mm], Film_Result_X [mm], Film_Result_Y [mm].1,FileName
0,2022-09-24 16:05:14,24,16,5,14,0.0,220.244,109.371,529.047,167.952,0.431,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022-09-24 16:05:23,24,16,5,23,0.0,226.381,323.945,523.487,394.537,0.373,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2022-09-24 16:05:26,24,16,5,26,0.0,303.646,156.164,522.446,322.957,-0.003,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,2022-09-24 16:05:27,24,16,5,27,0.0,301.741,216.97,519.322,328.01,-0.008,-0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2022-09-24 16:05:28,24,16,5,28,0.0,299.654,294.6,516.456,333.553,-0.013,-0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2022-09-24 16:05:29,24,16,5,29,0.0,296.533,354.414,515.303,344.102,0.0,-0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,2022-09-24 16:05:30,24,16,5,30,0.0,297.083,379.044,513.643,334.603,-0.015,-0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,2022-09-24 16:05:30,24,16,5,30,0.0,295.364,400.926,511.571,329.347,-0.016,-0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,2022-09-24 16:05:31,24,16,5,31,0.0,292.662,414.967,509.873,324.87,-0.013,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,2022-09-24 16:05:32,24,16,5,32,0.0,290.443,434.088,507.893,323.966,-0.012,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,2022-09-24 16:05:33,24,16,5,33,0.0,287.179,447.209,505.41,322.732,-0.006,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,2022-09-24 16:05:34,24,16,5,34,0.0,283.747,458.129,502.711,322.854,-0.004,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2022-09-24 16:05:35,24,16,5,35,0.0,281.125,460.223,500.823,318.433,0.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022-09-24 16:05:36,24,16,5,36,0.0,282.696,470.688,500.949,332.054,-0.008,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,2022-09-24 16:05:36,24,16,5,36,0.0,281.921,461.432,501.318,326.421,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022-09-24 16:05:37,24,16,5,37,0.0,282.045,462.168,501.888,328.033,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022-09-24 16:05:38,24,16,5,38,0.0,283.874,464.697,501.705,327.776,-0.009,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2022-09-24 16:05:39,24,16,5,39,0.0,282.981,467.038,501.345,325.355,-0.005,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022-09-24 16:05:40,24,16,5,40,0.0,281.243,470.505,500.465,321.504,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,2022-09-24 16:05:41,24,16,5,41,0.0,279.615,478.759,498.643,328.365,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022-09-24 16:05:41,24,16,5,41,0.0,278.533,482.52,497.727,332.043,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022-09-24 16:05:42,24,16,5,42,0.0,279.166,489.738,498.565,345.24,0.0,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
