Date : 2022/09/13 (TUE)
Time : 10:30:26
         UnWinder        OutFeeder 1        OutFeeder 2  
     X        Y         X        Y         X        Y    
  307.00     5.50    307.00     3.90    307.00     3.00  
  308.00     5.50    308.00     3.90    308.00     3.00  
  309.00     5.50    309.00     3.90    309.00     3.00  
  310.00     5.50    310.00     3.90    310.00     3.00  
  311.00     5.50    311.00     3.90    311.00     3.00  
  312.00     5.50    312.00     3.90    312.00     3.00  
  313.00     5.50    313.00     3.90    313.00     3.00  
  314.00     5.50    314.00     3.90    314.00     3.00  
  315.00     5.60    315.00     3.90    315.00     3.00  
  316.00     5.60    316.00     3.90    316.00     3.00  
  317.00     5.50    317.00     3.90    317.00     3.00  
  318.00     5.50    318.00     3.90    318.00     3.00  
  319.00     5.50    319.00     3.90    319.00     3.00  
  320.00     5.50    320.00     3.90    320.00     3.00  
  321.00     5.50    321.00     3.80    321.00     3.00  
  322.00     5.50    322.00     3.80    322.00     3.00  
  323.00     5.50    323.00     3.80    323.00     3.00  
  324.00     5.50    324.00     3.90    324.00     3.00  
  325.00     5.50    325.00     3.90    325.00     3.00  
  326.00     5.50    326.00     3.90    326.00     3.00  
  327.00     5.50    327.00     3.80    327.00     3.00  
  328.00     5.50    328.00     3.90    328.00     3.10  
  329.00     5.50    329.00     3.90    329.00     3.00  
  330.00     5.50    330.00     3.90    330.00     3.00  
  331.00     5.50    331.00     3.90    331.00     3.00  
  332.00     5.50    332.00     3.90    332.00     3.00  
  333.00     5.50    333.00     3.90    333.00     3.00  
  334.00     5.50    334.00     3.90    334.00     3.00  
  335.00     5.50    335.00     3.80    335.00     3.00  
  336.00     5.50    336.00     3.90    336.00     3.00  
  337.00     5.50    337.00     3.90    337.00     3.00  
  338.00     5.50    338.00     3.90    338.00     3.00  
  339.00     5.50    339.00     3.90    339.00     3.00  
  340.00     5.50    340.00     3.90    340.00     3.00  
  341.00     5.50    341.00     3.90    341.00     3.00  
  342.00     5.50    342.00     3.90    342.00     3.00  
  343.00     5.50    343.00     3.90    343.00     3.00  
  344.00     5.50    344.00     3.80    344.00     3.00  
  345.00     5.50    345.00     3.90    345.00     3.00  
  346.00     5.70    346.00     3.80    346.00     3.00  
  347.00     5.80    347.00     4.00    347.00     3.10  
  348.00     5.80    348.00     4.10    348.00     3.20  
  349.00     5.80    349.00     4.10    349.00     3.20  
  350.00     5.80    350.00     4.10    350.00     3.20  
  351.00     5.90    351.00     4.00    351.00     3.10  
  352.00     5.90    352.00     4.00    352.00     3.20  
  353.00     5.90    353.00     4.00    353.00     3.10  
  354.00     5.80    354.00     4.00    354.00     3.00  
  355.00     5.80    355.00     3.90    355.00     3.10  
  356.00     5.80    356.00     4.00    356.00     3.10  
  357.00     5.90    357.00     4.00    357.00     3.20  
  358.00     5.90    358.00     4.10    358.00     3.10  
  359.00     5.90    359.00     4.00    359.00     3.10  
