Day,Time,Minute,Second,Speed[rpm],Pattern_X [Pixel], Pattern_Y [Pixel], Film_X [Pixel], Film_Y [Pixel],Film_Result_X [mm], Film_Result_Y [mm],Zoom_1st_X [Pixel], Zoom_1st_Y [Pixel], Zoom_Curr_X [Pixel], Zoom_Curr_Y [Pixel],Normal_1st_X [Pixel], Normal_1st_Y [Pixel], Normal_Curr_X [Pixel], Normal_Curr_Y [Pixel],Zoom_Result_X [mm], Zoom_Result_Y [mm], Film_Result_X [mm], Film_Result_Y [mm],FileName
13,17,22,46,0.0,202.222,536.510,420.709,578.372,-0.006,-0.305,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,47,0.0,202.392,542.069,420.395,581.871,-0.007,-0.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,48,0.0,201.065,536.881,421.113,580.710,0.004,-0.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,49,0.0,200.496,533.417,423.075,586.280,0.017,-0.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,50,0.0,205.425,534.654,424.826,587.445,0.000,-0.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,51,0.0,205.717,539.418,425.848,590.073,0.000,-0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,52,0.0,205.061,548.670,426.879,589.499,0.009,-0.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,53,0.0,207.260,540.479,425.835,585.563,-0.006,-0.319,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,54,0.0,205.971,542.284,423.652,582.853,-0.009,-0.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,55,0.0,203.036,540.973,421.717,580.501,-0.005,-0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,56,0.0,202.310,541.262,421.951,582.276,0.000,-0.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,57,0.0,201.995,534.388,423.384,582.945,0.010,-0.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,58,0.0,203.835,528.191,424.199,581.647,0.006,-0.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,22,59,0.0,205.605,536.614,424.855,583.903,0.000,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,00,0.0,205.881,540.648,424.844,585.567,-0.004,-0.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,01,0.0,205.491,543.345,424.751,586.617,0.000,-0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,02,0.0,203.933,540.178,422.123,581.048,-0.004,-0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,04,0.0,203.421,537.162,420.288,577.563,-0.012,-0.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,05,0.0,200.275,534.556,420.222,577.147,0.003,-0.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,06,0.0,201.365,529.123,421.762,577.017,0.003,-0.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,07,0.0,202.840,529.080,422.624,580.437,0.000,-0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,08,0.0,202.984,535.952,421.929,583.106,-0.005,-0.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,09,0.0,203.846,545.387,421.166,588.743,-0.009,-0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,10,0.0,200.078,541.884,418.665,580.071,-0.005,-0.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,11,0.0,199.233,537.244,416.120,575.267,-0.011,-0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,12,0.0,198.542,539.804,414.029,578.758,-0.017,-0.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,13,0.0,193.141,531.529,414.030,573.494,0.009,-0.305,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,14,0.0,0.000,0.000,416.198,537.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,14,0.0,0.000,0.000,418.437,539.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,15,0.0,0.000,0.000,419.489,539.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,15,0.0,196.772,145.980,419.821,553.693,0.015,-2.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,16,0.0,0.000,0.000,419.409,541.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,16,0.0,199.676,140.160,417.216,533.417,-0.008,-1.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
